start	end	type
NA	cpd:C05762;NA	type2
cpd:C05762	cpd:C05762;NA	type3
cpd:C05762;NA	cpd:C01209	type4
cpd:C05762;NA	cpd:C05761	type4
2194	cpd:C05762;2194	type2
cpd:C05762	cpd:C05762;2194	type3
cpd:C05762;2194	cpd:C01209	type4
cpd:C05762;2194	cpd:C05761	type4
54995	cpd:C05762;54995	type2
cpd:C05762	cpd:C05762;54995	type3
cpd:C05762;54995	cpd:C01209	type4
cpd:C05762;54995	cpd:C05761	type4
NA	cpd:C01209;cpd:C05223;NA	type2
cpd:C01209	cpd:C01209;cpd:C05223;NA	type3
cpd:C05223	cpd:C01209;cpd:C05223;NA	type3
cpd:C01209;cpd:C05223;NA	cpd:C05759	type4
2194	cpd:C01209;cpd:C05223;2194	type2
cpd:C01209	cpd:C01209;cpd:C05223;2194	type3
cpd:C05223	cpd:C01209;cpd:C05223;2194	type3
cpd:C01209;cpd:C05223;2194	cpd:C05759	type4
54995	cpd:C01209;cpd:C05223;54995	type2
cpd:C01209	cpd:C01209;cpd:C05223;54995	type3
cpd:C05223	cpd:C01209;cpd:C05223;54995	type3
cpd:C01209;cpd:C05223;54995	cpd:C05759	type4
NA	cpd:C05223;NA	type2
cpd:C05223	cpd:C05223;NA	type3
cpd:C05223;NA	cpd:C05759	type4
2194	cpd:C05223;2194	type2
cpd:C05223	cpd:C05223;2194	type3
cpd:C05223;2194	cpd:C05759	type4
54995	cpd:C05223;54995	type2
cpd:C05223	cpd:C05223;54995	type3
cpd:C05223;54995	cpd:C05759	type4
NA	cpd:C05759;NA	type2
cpd:C05759	cpd:C05759;NA	type3
cpd:C05759;NA	cpd:C01209	type4
cpd:C05759;NA	cpd:C05223	type4
2194	cpd:C05759;2194	type2
cpd:C05759	cpd:C05759;2194	type3
cpd:C05759;2194	cpd:C01209	type4
cpd:C05759;2194	cpd:C05223	type4
54995	cpd:C05759;54995	type2
cpd:C05759	cpd:C05759;54995	type3
cpd:C05759;54995	cpd:C01209	type4
cpd:C05759;54995	cpd:C05223	type4
NA	cpd:C01209;cpd:C05755;NA	type2
cpd:C01209	cpd:C01209;cpd:C05755;NA	type3
cpd:C05755	cpd:C01209;cpd:C05755;NA	type3
cpd:C01209;cpd:C05755;NA	cpd:C05756	type4
2194	cpd:C01209;cpd:C05755;2194	type2
cpd:C01209	cpd:C01209;cpd:C05755;2194	type3
cpd:C05755	cpd:C01209;cpd:C05755;2194	type3
cpd:C01209;cpd:C05755;2194	cpd:C05756	type4
54995	cpd:C01209;cpd:C05755;54995	type2
cpd:C01209	cpd:C01209;cpd:C05755;54995	type3
cpd:C05755	cpd:C01209;cpd:C05755;54995	type3
cpd:C01209;cpd:C05755;54995	cpd:C05756	type4
NA	cpd:C05755;NA	type2
cpd:C05755	cpd:C05755;NA	type3
cpd:C05755;NA	cpd:C05756	type4
2194	cpd:C05755;2194	type2
cpd:C05755	cpd:C05755;2194	type3
cpd:C05755;2194	cpd:C05756	type4
54995	cpd:C05755;54995	type2
cpd:C05755	cpd:C05755;54995	type3
cpd:C05755;54995	cpd:C05756	type4
NA	cpd:C05756;NA	type2
cpd:C05756	cpd:C05756;NA	type3
cpd:C05756;NA	cpd:C01209	type4
cpd:C05756;NA	cpd:C05755	type4
2194	cpd:C05756;2194	type2
cpd:C05756	cpd:C05756;2194	type3
cpd:C05756;2194	cpd:C01209	type4
cpd:C05756;2194	cpd:C05755	type4
54995	cpd:C05756;54995	type2
cpd:C05756	cpd:C05756;54995	type3
cpd:C05756;54995	cpd:C01209	type4
cpd:C05756;54995	cpd:C05755	type4
NA	cpd:C01209;cpd:C05752;NA	type2
cpd:C01209	cpd:C01209;cpd:C05752;NA	type3
cpd:C05752	cpd:C01209;cpd:C05752;NA	type3
cpd:C01209;cpd:C05752;NA	cpd:C05753	type4
2194	cpd:C01209;cpd:C05752;2194	type2
cpd:C01209	cpd:C01209;cpd:C05752;2194	type3
cpd:C05752	cpd:C01209;cpd:C05752;2194	type3
cpd:C01209;cpd:C05752;2194	cpd:C05753	type4
54995	cpd:C01209;cpd:C05752;54995	type2
cpd:C01209	cpd:C01209;cpd:C05752;54995	type3
cpd:C05752	cpd:C01209;cpd:C05752;54995	type3
cpd:C01209;cpd:C05752;54995	cpd:C05753	type4
NA	cpd:C05752;NA	type2
cpd:C05752	cpd:C05752;NA	type3
cpd:C05752;NA	cpd:C05753	type4
2194	cpd:C05752;2194	type2
cpd:C05752	cpd:C05752;2194	type3
cpd:C05752;2194	cpd:C05753	type4
54995	cpd:C05752;54995	type2
cpd:C05752	cpd:C05752;54995	type3
cpd:C05752;54995	cpd:C05753	type4
NA	cpd:C05753;NA	type2
cpd:C05753	cpd:C05753;NA	type3
cpd:C05753;NA	cpd:C01209	type4
cpd:C05753;NA	cpd:C05752	type4
2194	cpd:C05753;2194	type2
cpd:C05753	cpd:C05753;2194	type3
cpd:C05753;2194	cpd:C01209	type4
cpd:C05753;2194	cpd:C05752	type4
54995	cpd:C05753;54995	type2
cpd:C05753	cpd:C05753;54995	type3
cpd:C05753;54995	cpd:C01209	type4
cpd:C05753;54995	cpd:C05752	type4
NA	cpd:C01209;cpd:C05749;NA	type2
cpd:C01209	cpd:C01209;cpd:C05749;NA	type3
cpd:C05749	cpd:C01209;cpd:C05749;NA	type3
cpd:C01209;cpd:C05749;NA	cpd:C05750	type4
2194	cpd:C01209;cpd:C05749;2194	type2
cpd:C01209	cpd:C01209;cpd:C05749;2194	type3
cpd:C05749	cpd:C01209;cpd:C05749;2194	type3
cpd:C01209;cpd:C05749;2194	cpd:C05750	type4
54995	cpd:C01209;cpd:C05749;54995	type2
cpd:C01209	cpd:C01209;cpd:C05749;54995	type3
cpd:C05749	cpd:C01209;cpd:C05749;54995	type3
cpd:C01209;cpd:C05749;54995	cpd:C05750	type4
NA	cpd:C05749;NA	type2
cpd:C05749	cpd:C05749;NA	type3
cpd:C05749;NA	cpd:C05750	type4
2194	cpd:C05749;2194	type2
cpd:C05749	cpd:C05749;2194	type3
cpd:C05749;2194	cpd:C05750	type4
54995	cpd:C05749;54995	type2
cpd:C05749	cpd:C05749;54995	type3
cpd:C05749;54995	cpd:C05750	type4
NA	cpd:C05750;NA	type2
cpd:C05750	cpd:C05750;NA	type3
cpd:C05750;NA	cpd:C01209	type4
cpd:C05750;NA	cpd:C05749	type4
2194	cpd:C05750;2194	type2
cpd:C05750	cpd:C05750;2194	type3
cpd:C05750;2194	cpd:C01209	type4
cpd:C05750;2194	cpd:C05749	type4
54995	cpd:C05750;54995	type2
cpd:C05750	cpd:C05750;54995	type3
cpd:C05750;54995	cpd:C01209	type4
cpd:C05750;54995	cpd:C05749	type4
NA	cpd:C01209;cpd:C05745;NA	type2
cpd:C01209	cpd:C01209;cpd:C05745;NA	type3
cpd:C05745	cpd:C01209;cpd:C05745;NA	type3
cpd:C01209;cpd:C05745;NA	cpd:C05746	type4
2194	cpd:C01209;cpd:C05745;2194	type2
cpd:C01209	cpd:C01209;cpd:C05745;2194	type3
cpd:C05745	cpd:C01209;cpd:C05745;2194	type3
cpd:C01209;cpd:C05745;2194	cpd:C05746	type4
54995	cpd:C01209;cpd:C05745;54995	type2
cpd:C01209	cpd:C01209;cpd:C05745;54995	type3
cpd:C05745	cpd:C01209;cpd:C05745;54995	type3
cpd:C01209;cpd:C05745;54995	cpd:C05746	type4
NA	cpd:C05745;NA	type2
cpd:C05745	cpd:C05745;NA	type3
cpd:C05745;NA	cpd:C05746	type4
2194	cpd:C05745;2194	type2
cpd:C05745	cpd:C05745;2194	type3
cpd:C05745;2194	cpd:C05746	type4
54995	cpd:C05745;54995	type2
cpd:C05745	cpd:C05745;54995	type3
cpd:C05745;54995	cpd:C05746	type4
NA	cpd:C05746;NA	type2
cpd:C05746	cpd:C05746;NA	type3
cpd:C05746;NA	cpd:C01209	type4
cpd:C05746;NA	cpd:C05745	type4
2194	cpd:C05746;2194	type2
cpd:C05746	cpd:C05746;2194	type3
cpd:C05746;2194	cpd:C01209	type4
cpd:C05746;2194	cpd:C05745	type4
54995	cpd:C05746;54995	type2
cpd:C05746	cpd:C05746;54995	type3
cpd:C05746;54995	cpd:C01209	type4
cpd:C05746;54995	cpd:C05745	type4
2194	cpd:C05764;2194	type2
cpd:C05764	cpd:C05764;2194	type3
cpd:C05764;2194	cpd:C00249	type4
2194	cpd:C00249;2194	type2
cpd:C00249	cpd:C00249;2194	type3
cpd:C00249;2194	cpd:C05764	type4
NA	cpd:C05763;NA	type2
cpd:C05763	cpd:C05763;NA	type3
cpd:C05763;NA	cpd:C05764	type4
2194	cpd:C05763;2194	type2
cpd:C05763	cpd:C05763;2194	type3
cpd:C05763;2194	cpd:C05764	type4
NA	cpd:C05764;NA	type2
cpd:C05764	cpd:C05764;NA	type3
cpd:C05764;NA	cpd:C05763	type4
2194	cpd:C05764;2194	type2
cpd:C05764	cpd:C05764;2194	type3
cpd:C05764;2194	cpd:C05763	type4
2194	cpd:C04633;2194	type2
cpd:C04633	cpd:C04633;2194	type3
cpd:C04633;2194	cpd:C05763	type4
2194	cpd:C05763;2194	type2
cpd:C05763	cpd:C05763;2194	type3
cpd:C05763;2194	cpd:C04633	type4
NA	cpd:C05762;NA	type2
cpd:C05762	cpd:C05762;NA	type3
cpd:C05762;NA	cpd:C04633	type4
2194	cpd:C05762;2194	type2
cpd:C05762	cpd:C05762;2194	type3
cpd:C05762;2194	cpd:C04633	type4
NA	cpd:C04633;NA	type2
cpd:C04633	cpd:C04633;NA	type3
cpd:C04633;NA	cpd:C05762	type4
2194	cpd:C04633;2194	type2
cpd:C04633	cpd:C04633;2194	type3
cpd:C04633;2194	cpd:C05762	type4
NA	cpd:C05760;NA	type2
cpd:C05760	cpd:C05760;NA	type3
cpd:C05760;NA	cpd:C05761	type4
2194	cpd:C05760;2194	type2
cpd:C05760	cpd:C05760;2194	type3
cpd:C05760;2194	cpd:C05761	type4
NA	cpd:C05761;NA	type2
cpd:C05761	cpd:C05761;NA	type3
cpd:C05761;NA	cpd:C05760	type4
2194	cpd:C05761;2194	type2
cpd:C05761	cpd:C05761;2194	type3
cpd:C05761;2194	cpd:C05760	type4
2194	cpd:C04688;2194	type2
cpd:C04688	cpd:C04688;2194	type3
cpd:C04688;2194	cpd:C05760	type4
2194	cpd:C05760;2194	type2
cpd:C05760	cpd:C05760;2194	type3
cpd:C05760;2194	cpd:C04688	type4
NA	cpd:C05759;NA	type2
cpd:C05759	cpd:C05759;NA	type3
cpd:C05759;NA	cpd:C04688	type4
2194	cpd:C05759;2194	type2
cpd:C05759	cpd:C05759;2194	type3
cpd:C05759;2194	cpd:C04688	type4
NA	cpd:C04688;NA	type2
cpd:C04688	cpd:C04688;NA	type3
cpd:C04688;NA	cpd:C05759	type4
2194	cpd:C04688;2194	type2
cpd:C04688	cpd:C04688;2194	type3
cpd:C04688;2194	cpd:C05759	type4
NA	cpd:C05758;NA	type2
cpd:C05758	cpd:C05758;NA	type3
cpd:C05758;NA	cpd:C05223	type4
2194	cpd:C05758;2194	type2
cpd:C05758	cpd:C05758;2194	type3
cpd:C05758;2194	cpd:C05223	type4
NA	cpd:C05223;NA	type2
cpd:C05223	cpd:C05223;NA	type3
cpd:C05223;NA	cpd:C05758	type4
2194	cpd:C05223;2194	type2
cpd:C05223	cpd:C05223;2194	type3
cpd:C05223;2194	cpd:C05758	type4
2194	cpd:C05757;2194	type2
cpd:C05757	cpd:C05757;2194	type3
cpd:C05757;2194	cpd:C05758	type4
2194	cpd:C05758;2194	type2
cpd:C05758	cpd:C05758;2194	type3
cpd:C05758;2194	cpd:C05757	type4
NA	cpd:C05756;NA	type2
cpd:C05756	cpd:C05756;NA	type3
cpd:C05756;NA	cpd:C05757	type4
2194	cpd:C05756;2194	type2
cpd:C05756	cpd:C05756;2194	type3
cpd:C05756;2194	cpd:C05757	type4
NA	cpd:C05757;NA	type2
cpd:C05757	cpd:C05757;NA	type3
cpd:C05757;NA	cpd:C05756	type4
2194	cpd:C05757;2194	type2
cpd:C05757	cpd:C05757;2194	type3
cpd:C05757;2194	cpd:C05756	type4
NA	cpd:C05754;NA	type2
cpd:C05754	cpd:C05754;NA	type3
cpd:C05754;NA	cpd:C05755	type4
2194	cpd:C05754;2194	type2
cpd:C05754	cpd:C05754;2194	type3
cpd:C05754;2194	cpd:C05755	type4
NA	cpd:C05755;NA	type2
cpd:C05755	cpd:C05755;NA	type3
cpd:C05755;NA	cpd:C05754	type4
2194	cpd:C05755;2194	type2
cpd:C05755	cpd:C05755;2194	type3
cpd:C05755;2194	cpd:C05754	type4
2194	cpd:C04619;2194	type2
cpd:C04619	cpd:C04619;2194	type3
cpd:C04619;2194	cpd:C05754	type4
2194	cpd:C05754;2194	type2
cpd:C05754	cpd:C05754;2194	type3
cpd:C05754;2194	cpd:C04619	type4
NA	cpd:C05753;NA	type2
cpd:C05753	cpd:C05753;NA	type3
cpd:C05753;NA	cpd:C04619	type4
2194	cpd:C05753;2194	type2
cpd:C05753	cpd:C05753;2194	type3
cpd:C05753;2194	cpd:C04619	type4
NA	cpd:C04619;NA	type2
cpd:C04619	cpd:C04619;NA	type3
cpd:C04619;NA	cpd:C05753	type4
2194	cpd:C04619;2194	type2
cpd:C04619	cpd:C04619;2194	type3
cpd:C04619;2194	cpd:C05753	type4
NA	cpd:C05751;NA	type2
cpd:C05751	cpd:C05751;NA	type3
cpd:C05751;NA	cpd:C05752	type4
2194	cpd:C05751;2194	type2
cpd:C05751	cpd:C05751;2194	type3
cpd:C05751;2194	cpd:C05752	type4
NA	cpd:C05752;NA	type2
cpd:C05752	cpd:C05752;NA	type3
cpd:C05752;NA	cpd:C05751	type4
2194	cpd:C05752;2194	type2
cpd:C05752	cpd:C05752;2194	type3
cpd:C05752;2194	cpd:C05751	type4
2194	cpd:C04620;2194	type2
cpd:C04620	cpd:C04620;2194	type3
cpd:C04620;2194	cpd:C05751	type4
2194	cpd:C05751;2194	type2
cpd:C05751	cpd:C05751;2194	type3
cpd:C05751;2194	cpd:C04620	type4
NA	cpd:C05750;NA	type2
cpd:C05750	cpd:C05750;NA	type3
cpd:C05750;NA	cpd:C04620	type4
2194	cpd:C05750;2194	type2
cpd:C05750	cpd:C05750;2194	type3
cpd:C05750;2194	cpd:C04620	type4
NA	cpd:C04620;NA	type2
cpd:C04620	cpd:C04620;NA	type3
cpd:C04620;NA	cpd:C05750	type4
2194	cpd:C04620;2194	type2
cpd:C04620	cpd:C04620;2194	type3
cpd:C04620;2194	cpd:C05750	type4
NA	cpd:C05748;NA	type2
cpd:C05748	cpd:C05748;NA	type3
cpd:C05748;NA	cpd:C05749	type4
2194	cpd:C05748;2194	type2
cpd:C05748	cpd:C05748;2194	type3
cpd:C05748;2194	cpd:C05749	type4
NA	cpd:C05749;NA	type2
cpd:C05749	cpd:C05749;NA	type3
cpd:C05749;NA	cpd:C05748	type4
2194	cpd:C05749;2194	type2
cpd:C05749	cpd:C05749;2194	type3
cpd:C05749;2194	cpd:C05748	type4
2194	cpd:C05747;2194	type2
cpd:C05747	cpd:C05747;2194	type3
cpd:C05747;2194	cpd:C05748	type4
2194	cpd:C05748;2194	type2
cpd:C05748	cpd:C05748;2194	type3
cpd:C05748;2194	cpd:C05747	type4
NA	cpd:C05746;NA	type2
cpd:C05746	cpd:C05746;NA	type3
cpd:C05746;NA	cpd:C05747	type4
2194	cpd:C05746;2194	type2
cpd:C05746	cpd:C05746;2194	type3
cpd:C05746;2194	cpd:C05747	type4
NA	cpd:C05747;NA	type2
cpd:C05747	cpd:C05747;NA	type3
cpd:C05747;NA	cpd:C05746	type4
2194	cpd:C05747;2194	type2
cpd:C05747	cpd:C05747;2194	type3
cpd:C05747;2194	cpd:C05746	type4
NA	cpd:C04246;NA	type2
cpd:C04246	cpd:C04246;NA	type3
cpd:C04246;NA	cpd:C05745	type4
2194	cpd:C04246;2194	type2
cpd:C04246	cpd:C04246;2194	type3
cpd:C04246;2194	cpd:C05745	type4
NA	cpd:C05745;NA	type2
cpd:C05745	cpd:C05745;NA	type3
cpd:C05745;NA	cpd:C04246	type4
2194	cpd:C05745;2194	type2
cpd:C05745	cpd:C05745;2194	type3
cpd:C05745;2194	cpd:C04246	type4
2194	cpd:C04618;2194	type2
cpd:C04618	cpd:C04618;2194	type3
cpd:C04618;2194	cpd:C04246	type4
2194	cpd:C04246;2194	type2
cpd:C04246	cpd:C04246;2194	type3
cpd:C04246;2194	cpd:C04618	type4
NA	cpd:C04618;NA	type2
cpd:C04618	cpd:C04618;NA	type3
cpd:C04618;NA	cpd:C05744	type4
2194	cpd:C04618;2194	type2
cpd:C04618	cpd:C04618;2194	type3
cpd:C04618;2194	cpd:C05744	type4
NA	cpd:C05744;NA	type2
cpd:C05744	cpd:C05744;NA	type3
cpd:C05744;NA	cpd:C04618	type4
2194	cpd:C05744;2194	type2
cpd:C05744	cpd:C05744;2194	type3
cpd:C05744;2194	cpd:C04618	type4
NA	cpd:C01209;cpd:C03939;NA	type2
cpd:C01209	cpd:C01209;cpd:C03939;NA	type3
cpd:C03939	cpd:C01209;cpd:C03939;NA	type3
cpd:C01209;cpd:C03939;NA	cpd:C05744	type4
2194	cpd:C01209;cpd:C03939;2194	type2
cpd:C01209	cpd:C01209;cpd:C03939;2194	type3
cpd:C03939	cpd:C01209;cpd:C03939;2194	type3
cpd:C01209;cpd:C03939;2194	cpd:C05744	type4
54995	cpd:C01209;cpd:C03939;54995	type2
cpd:C01209	cpd:C01209;cpd:C03939;54995	type3
cpd:C03939	cpd:C01209;cpd:C03939;54995	type3
cpd:C01209;cpd:C03939;54995	cpd:C05744	type4
NA	cpd:C05744;NA	type2
cpd:C05744	cpd:C05744;NA	type3
cpd:C05744;NA	cpd:C01209	type4
cpd:C05744;NA	cpd:C03939	type4
2194	cpd:C05744;2194	type2
cpd:C05744	cpd:C05744;2194	type3
cpd:C05744;2194	cpd:C01209	type4
cpd:C05744;2194	cpd:C03939	type4
54995	cpd:C05744;54995	type2
cpd:C05744	cpd:C05744;54995	type3
cpd:C05744;54995	cpd:C01209	type4
cpd:C05744;54995	cpd:C03939	type4
27349	cpd:C00083;cpd:C00229;27349	type2
cpd:C00083	cpd:C00083;cpd:C00229;27349	type3
cpd:C00229	cpd:C00083;cpd:C00229;27349	type3
cpd:C00083;cpd:C00229;27349	cpd:C01209	type4
2194	cpd:C00083;cpd:C00229;2194	type2
cpd:C00083	cpd:C00083;cpd:C00229;2194	type3
cpd:C00229	cpd:C00083;cpd:C00229;2194	type3
cpd:C00083;cpd:C00229;2194	cpd:C01209	type4
27349	cpd:C01209;27349	type2
cpd:C01209	cpd:C01209;27349	type3
cpd:C01209;27349	cpd:C00083	type4
2194	cpd:C01209;2194	type2
cpd:C01209	cpd:C01209;2194	type3
cpd:C01209;2194	cpd:C00083	type4
27349	cpd:C00083;27349	type2
cpd:C00083	cpd:C00083;27349	type3
cpd:C00083;27349	cpd:C01209	type4
2194	cpd:C00083;2194	type2
cpd:C00083	cpd:C00083;2194	type3
cpd:C00083;2194	cpd:C01209	type4
2194	cpd:C00024;2194	type2
cpd:C00024	cpd:C00024;2194	type3
cpd:C00024;2194	cpd:C03939	type4
2194	cpd:C03939;2194	type2
cpd:C03939	cpd:C03939;2194	type3
cpd:C03939;2194	cpd:C00024	type4
31	cpd:C00024;31	type2
cpd:C00024	cpd:C00024;31	type3
cpd:C00024;31	cpd:C00083	type4
32	cpd:C00024;32	type2
cpd:C00024	cpd:C00024;32	type3
cpd:C00024;32	cpd:C00083	type4
31	cpd:C00083;31	type2
cpd:C00083	cpd:C00083;31	type3
cpd:C00083;31	cpd:C00024	type4
32	cpd:C00083;32	type2
cpd:C00083	cpd:C00083;32	type3
cpd:C00083;32	cpd:C00024	type4
11001	cpd:C00249;11001	type2
cpd:C00249	cpd:C00249;11001	type3
cpd:C00249;11001	cpd:C00154	type4
2180	cpd:C00249;2180	type2
cpd:C00249	cpd:C00249;2180	type3
cpd:C00249;2180	cpd:C00154	type4
2181	cpd:C00249;2181	type2
cpd:C00249	cpd:C00249;2181	type3
cpd:C00249;2181	cpd:C00154	type4
2182	cpd:C00249;2182	type2
cpd:C00249	cpd:C00249;2182	type3
cpd:C00249;2182	cpd:C00154	type4
23205	cpd:C00249;23205	type2
cpd:C00249	cpd:C00249;23205	type3
cpd:C00249;23205	cpd:C00154	type4
23305	cpd:C00249;23305	type2
cpd:C00249	cpd:C00249;23305	type3
cpd:C00249;23305	cpd:C00154	type4
51703	cpd:C00249;51703	type2
cpd:C00249	cpd:C00249;51703	type3
cpd:C00249;51703	cpd:C00154	type4
81616	cpd:C00249;81616	type2
cpd:C00249	cpd:C00249;81616	type3
cpd:C00249;81616	cpd:C00154	type4
11001	cpd:C00154;11001	type2
cpd:C00154	cpd:C00154;11001	type3
cpd:C00154;11001	cpd:C00249	type4
2180	cpd:C00154;2180	type2
cpd:C00154	cpd:C00154;2180	type3
cpd:C00154;2180	cpd:C00249	type4
2181	cpd:C00154;2181	type2
cpd:C00154	cpd:C00154;2181	type3
cpd:C00154;2181	cpd:C00249	type4
2182	cpd:C00154;2182	type2
cpd:C00154	cpd:C00154;2182	type3
cpd:C00154;2182	cpd:C00249	type4
23205	cpd:C00154;23205	type2
cpd:C00154	cpd:C00154;23205	type3
cpd:C00154;23205	cpd:C00249	type4
23305	cpd:C00154;23305	type2
cpd:C00154	cpd:C00154;23305	type3
cpd:C00154;23305	cpd:C00249	type4
51703	cpd:C00154;51703	type2
cpd:C00154	cpd:C00154;51703	type3
cpd:C00154;51703	cpd:C00249	type4
81616	cpd:C00154;81616	type2
cpd:C00154	cpd:C00154;81616	type3
cpd:C00154;81616	cpd:C00249	type4
NA	cpd:C00173;cpd:C01209;NA	type2
cpd:C00173	cpd:C00173;cpd:C01209;NA	type3
cpd:C01209	cpd:C00173;cpd:C01209;NA	type3
cpd:C00173;cpd:C01209;NA	cpd:C00685	type4
54995	cpd:C00173;cpd:C01209;54995	type2
cpd:C00173	cpd:C00173;cpd:C01209;54995	type3
cpd:C01209	cpd:C00173;cpd:C01209;54995	type3
cpd:C00173;cpd:C01209;54995	cpd:C00685	type4
11001	cpd:C00638;11001	type2
cpd:C00638	cpd:C00638;11001	type3
cpd:C00638;11001	cpd:C02843	type4
2180	cpd:C00638;2180	type2
cpd:C00638	cpd:C00638;2180	type3
cpd:C00638;2180	cpd:C02843	type4
2181	cpd:C00638;2181	type2
cpd:C00638	cpd:C00638;2181	type3
cpd:C00638;2181	cpd:C02843	type4
2182	cpd:C00638;2182	type2
cpd:C00638	cpd:C00638;2182	type3
cpd:C00638;2182	cpd:C02843	type4
23205	cpd:C00638;23205	type2
cpd:C00638	cpd:C00638;23205	type3
cpd:C00638;23205	cpd:C02843	type4
23305	cpd:C00638;23305	type2
cpd:C00638	cpd:C00638;23305	type3
cpd:C00638;23305	cpd:C02843	type4
51703	cpd:C00638;51703	type2
cpd:C00638	cpd:C00638;51703	type3
cpd:C00638;51703	cpd:C02843	type4
81616	cpd:C00638;81616	type2
cpd:C00638	cpd:C00638;81616	type3
cpd:C00638;81616	cpd:C02843	type4
2194	cpd:C00024;cpd:C00083;2194	type2
cpd:C00024	cpd:C00024;cpd:C00083;2194	type3
cpd:C00083	cpd:C00024;cpd:C00083;2194	type3
cpd:C00024;cpd:C00083;2194	cpd:C00638	type4
NA	cpd:C01271;NA	type2
cpd:C01271	cpd:C01271;NA	type3
cpd:C01271;NA	cpd:C00693	type4
NA	cpd:C00693;NA	type2
cpd:C00693	cpd:C00693;NA	type3
cpd:C00693;NA	cpd:C01271	type4
NA	cpd:C00693;NA	type2
cpd:C00693	cpd:C00693;NA	type3
cpd:C00693;NA	cpd:C00173	type4
NA	cpd:C00173;NA	type2
cpd:C00173	cpd:C00173;NA	type3
cpd:C00173;NA	cpd:C00693	type4
NA	cpd:C00685;NA	type2
cpd:C00685	cpd:C00685;NA	type3
cpd:C00685;NA	cpd:C01271	type4
NA	cpd:C01271;NA	type2
cpd:C01271	cpd:C01271;NA	type3
cpd:C01271;NA	cpd:C00685	type4
10965	cpd:C00154;10965	type2
cpd:C00154	cpd:C00154;10965	type3
cpd:C00154;10965	cpd:C00249	type4
11332	cpd:C00154;11332	type2
cpd:C00154	cpd:C00154;11332	type3
cpd:C00154;11332	cpd:C00249	type4
117145	cpd:C00154;117145	type2
cpd:C00154	cpd:C00154;117145	type3
cpd:C00154;117145	cpd:C00249	type4
122970	cpd:C00154;122970	type2
cpd:C00154	cpd:C00154;122970	type3
cpd:C00154;122970	cpd:C00249	type4
284486	cpd:C00154;284486	type2
cpd:C00154	cpd:C00154;284486	type3
cpd:C00154;284486	cpd:C00249	type4
570	cpd:C00154;570	type2
cpd:C00154	cpd:C00154;570	type3
cpd:C00154;570	cpd:C00249	type4
641371	cpd:C00154;641371	type2
cpd:C00154	cpd:C00154;641371	type3
cpd:C00154;641371	cpd:C00249	type4
51104	cpd:C00154;51104	type2
cpd:C00154	cpd:C00154;51104	type3
cpd:C00154;51104	cpd:C00249	type4
5538	cpd:C00154;5538	type2
cpd:C00154	cpd:C00154;5538	type3
cpd:C00154;5538	cpd:C00249	type4
58489	cpd:C00154;58489	type2
cpd:C00154	cpd:C00154;58489	type3
cpd:C00154;58489	cpd:C00249	type4
81926	cpd:C00154;81926	type2
cpd:C00154	cpd:C00154;81926	type3
cpd:C00154;81926	cpd:C00249	type4
9374	cpd:C00154;9374	type2
cpd:C00154	cpd:C00154;9374	type3
cpd:C00154;9374	cpd:C00249	type4
51102	cpd:C05272;51102	type2
cpd:C05272	cpd:C05272;51102	type3
cpd:C05272;51102	cpd:C00154	type4
55825	cpd:C05272;55825	type2
cpd:C05272	cpd:C05272;55825	type3
cpd:C05272;55825	cpd:C00154	type4
1892	cpd:C05258;1892	type2
cpd:C05258	cpd:C05258;1892	type3
cpd:C05258;1892	cpd:C05272	type4
1962	cpd:C05258;1962	type2
cpd:C05258	cpd:C05258;1962	type3
cpd:C05258;1962	cpd:C05272	type4
3030	cpd:C05258;3030	type2
cpd:C05258	cpd:C05258;3030	type3
cpd:C05258;3030	cpd:C05272	type4
1892	cpd:C05272;1892	type2
cpd:C05272	cpd:C05272;1892	type3
cpd:C05272;1892	cpd:C05258	type4
1962	cpd:C05272;1962	type2
cpd:C05272	cpd:C05272;1962	type3
cpd:C05272;1962	cpd:C05258	type4
3030	cpd:C05272;3030	type2
cpd:C05272	cpd:C05272;3030	type3
cpd:C05272;3030	cpd:C05258	type4
1962	cpd:C05259;1962	type2
cpd:C05259	cpd:C05259;1962	type3
cpd:C05259;1962	cpd:C05258	type4
3028	cpd:C05259;3028	type2
cpd:C05259	cpd:C05259;3028	type3
cpd:C05259;3028	cpd:C05258	type4
3033	cpd:C05259;3033	type2
cpd:C05259	cpd:C05259;3033	type3
cpd:C05259;3033	cpd:C05258	type4
3030	cpd:C05259;3030	type2
cpd:C05259	cpd:C05259;3030	type3
cpd:C05259;3030	cpd:C05258	type4
1962	cpd:C05258;1962	type2
cpd:C05258	cpd:C05258;1962	type3
cpd:C05258;1962	cpd:C05259	type4
3028	cpd:C05258;3028	type2
cpd:C05258	cpd:C05258;3028	type3
cpd:C05258;3028	cpd:C05259	type4
3033	cpd:C05258;3033	type2
cpd:C05258	cpd:C05258;3033	type3
cpd:C05258;3033	cpd:C05259	type4
3030	cpd:C05258;3030	type2
cpd:C05258	cpd:C05258;3030	type3
cpd:C05258;3030	cpd:C05259	type4
10449	cpd:C00024;cpd:C02593;10449	type2
cpd:C00024	cpd:C00024;cpd:C02593;10449	type3
cpd:C02593	cpd:C00024;cpd:C02593;10449	type3
cpd:C00024;cpd:C02593;10449	cpd:C05259	type4
30	cpd:C00024;cpd:C02593;30	type2
cpd:C00024	cpd:C00024;cpd:C02593;30	type3
