start	end	type
cpd:C14748	cpd:C14748;435802	type3
cpd:C14748;435802	cpd:C00219	type4
666168	cpd:C14748;666168	type2
cpd:C14748	cpd:C14748;666168	type3
cpd:C14748;666168	cpd:C00219	type4
71519	cpd:C14748;71519	type2
cpd:C14748	cpd:C14748;71519	type3
cpd:C14748;71519	cpd:C00219	type4
14775	cpd:C05966;14775	type2
cpd:C05966	cpd:C05966;14775	type3
cpd:C05966;14775	cpd:C04742	type4
14776	cpd:C05966;14776	type2
cpd:C05966	cpd:C05966;14776	type3
cpd:C05966;14776	cpd:C04742	type4
14778	cpd:C05966;14778	type2
cpd:C05966	cpd:C05966;14778	type3
cpd:C05966;14778	cpd:C04742	type4
14780	cpd:C05966;14780	type2
cpd:C05966	cpd:C05966;14780	type3
cpd:C05966;14780	cpd:C04742	type4
67305	cpd:C05966;67305	type2
cpd:C05966	cpd:C05966;67305	type3
cpd:C05966;67305	cpd:C04742	type4
69590	cpd:C05966;69590	type2
cpd:C05966	cpd:C05966;69590	type3
cpd:C05966;69590	cpd:C04742	type4
75512	cpd:C05966;75512	type2
cpd:C05966	cpd:C05966;75512	type3
cpd:C05966;75512	cpd:C04742	type4
100041375	cpd:C00219;100041375	type2
cpd:C00219	cpd:C00219;100041375	type3
cpd:C00219;100041375	cpd:C14749	type4
100066	cpd:C00219;100066	type2
cpd:C00219	cpd:C00219;100066	type3
cpd:C00219;100066	cpd:C14749	type4
106648	cpd:C00219;106648	type2
cpd:C00219	cpd:C00219;106648	type3
cpd:C00219;106648	cpd:C14749	type4
107141	cpd:C00219;107141	type2
cpd:C00219	cpd:C00219;107141	type3
cpd:C00219;107141	cpd:C14749	type4
13076	cpd:C00219;13076	type2
cpd:C00219	cpd:C00219;13076	type3
cpd:C00219;13076	cpd:C14749	type4
13077	cpd:C00219;13077	type2
cpd:C00219	cpd:C00219;13077	type3
cpd:C00219;13077	cpd:C14749	type4
13078	cpd:C00219;13078	type2
cpd:C00219	cpd:C00219;13078	type3
cpd:C00219;13078	cpd:C14749	type4
13085	cpd:C00219;13085	type2
cpd:C00219	cpd:C00219;13085	type3
cpd:C00219;13085	cpd:C14749	type4
13086	cpd:C00219;13086	type2
cpd:C00219	cpd:C00219;13086	type3
cpd:C00219;13086	cpd:C14749	type4
13087	cpd:C00219;13087	type2
cpd:C00219	cpd:C00219;13087	type3
cpd:C00219;13087	cpd:C14749	type4
13088	cpd:C00219;13088	type2
cpd:C00219	cpd:C00219;13088	type3
cpd:C00219;13088	cpd:C14749	type4
13089	cpd:C00219;13089	type2
cpd:C00219	cpd:C00219;13089	type3
cpd:C00219;13089	cpd:C14749	type4
13090	cpd:C00219;13090	type2
cpd:C00219	cpd:C00219;13090	type3
cpd:C00219;13090	cpd:C14749	type4
13094	cpd:C00219;13094	type2
cpd:C00219	cpd:C00219;13094	type3
cpd:C00219;13094	cpd:C14749	type4
13095	cpd:C00219;13095	type2
cpd:C00219	cpd:C00219;13095	type3
cpd:C00219;13095	cpd:C14749	type4
13096	cpd:C00219;13096	type2
cpd:C00219	cpd:C00219;13096	type3
cpd:C00219;13096	cpd:C14749	type4
13097	cpd:C00219;13097	type2
cpd:C00219	cpd:C00219;13097	type3
cpd:C00219;13097	cpd:C14749	type4
13098	cpd:C00219;13098	type2
cpd:C00219	cpd:C00219;13098	type3
cpd:C00219;13098	cpd:C14749	type4
13099	cpd:C00219;13099	type2
cpd:C00219	cpd:C00219;13099	type3
cpd:C00219;13099	cpd:C14749	type4
13101	cpd:C00219;13101	type2
cpd:C00219	cpd:C00219;13101	type3
cpd:C00219;13101	cpd:C14749	type4
13105	cpd:C00219;13105	type2
cpd:C00219	cpd:C00219;13105	type3
cpd:C00219;13105	cpd:C14749	type4
13107	cpd:C00219;13107	type2
cpd:C00219	cpd:C00219;13107	type3
cpd:C00219;13107	cpd:C14749	type4
13109	cpd:C00219;13109	type2
cpd:C00219	cpd:C00219;13109	type3
cpd:C00219;13109	cpd:C14749	type4
13110	cpd:C00219;13110	type2
cpd:C00219	cpd:C00219;13110	type3
cpd:C00219;13110	cpd:C14749	type4
13112	cpd:C00219;13112	type2
cpd:C00219	cpd:C00219;13112	type3
cpd:C00219;13112	cpd:C14749	type4
13113	cpd:C00219;13113	type2
cpd:C00219	cpd:C00219;13113	type3
cpd:C00219;13113	cpd:C14749	type4
13114	cpd:C00219;13114	type2
cpd:C00219	cpd:C00219;13114	type3
cpd:C00219;13114	cpd:C14749	type4
13120	cpd:C00219;13120	type2
cpd:C00219	cpd:C00219;13120	type3
cpd:C00219;13120	cpd:C14749	type4
170716	cpd:C00219;170716	type2
cpd:C00219	cpd:C00219;170716	type3
cpd:C00219;170716	cpd:C14749	type4
208285	cpd:C00219;208285	type2
cpd:C00219	cpd:C00219;208285	type3
cpd:C00219;208285	cpd:C14749	type4
223706	cpd:C00219;223706	type2
cpd:C00219	cpd:C00219;223706	type3
cpd:C00219;223706	cpd:C14749	type4
226105	cpd:C00219;226105	type2
cpd:C00219	cpd:C00219;226105	type3
cpd:C00219;226105	cpd:C14749	type4
226143	cpd:C00219;226143	type2
cpd:C00219	cpd:C00219;226143	type3
cpd:C00219;226143	cpd:C14749	type4
230459	cpd:C00219;230459	type2
cpd:C00219	cpd:C00219;230459	type3
cpd:C00219;230459	cpd:C14749	type4
242546	cpd:C00219;242546	type2
cpd:C00219	cpd:C00219;242546	type3
cpd:C00219;242546	cpd:C14749	type4
243881	cpd:C00219;243881	type2
cpd:C00219	cpd:C00219;243881	type3
cpd:C00219;243881	cpd:C14749	type4
337924	cpd:C00219;337924	type2
cpd:C00219	cpd:C00219;337924	type3
cpd:C00219;337924	cpd:C14749	type4
380997	cpd:C00219;380997	type2
cpd:C00219	cpd:C00219;380997	type3
cpd:C00219;380997	cpd:C14749	type4
404195	cpd:C00219;404195	type2
cpd:C00219	cpd:C00219;404195	type3
cpd:C00219;404195	cpd:C14749	type4
433247	cpd:C00219;433247	type2
cpd:C00219	cpd:C00219;433247	type3
cpd:C00219;433247	cpd:C14749	type4
53973	cpd:C00219;53973	type2
cpd:C00219	cpd:C00219;53973	type3
cpd:C00219;53973	cpd:C14749	type4
545123	cpd:C00219;545123	type2
cpd:C00219	cpd:C00219;545123	type3
cpd:C00219;545123	cpd:C14749	type4
56388	cpd:C00219;56388	type2
cpd:C00219	cpd:C00219;56388	type3
cpd:C00219;56388	cpd:C14749	type4
56448	cpd:C00219;56448	type2
cpd:C00219	cpd:C00219;56448	type3
cpd:C00219;56448	cpd:C14749	type4
631304	cpd:C00219;631304	type2
cpd:C00219	cpd:C00219;631304	type3
cpd:C00219;631304	cpd:C14749	type4
64385	cpd:C00219;64385	type2
cpd:C00219	cpd:C00219;64385	type3
cpd:C00219;64385	cpd:C14749	type4
665095	cpd:C00219;665095	type2
cpd:C00219	cpd:C00219;665095	type3
cpd:C00219;665095	cpd:C14749	type4
677156	cpd:C00219;677156	type2
cpd:C00219	cpd:C00219;677156	type3
cpd:C00219;677156	cpd:C14749	type4
69888	cpd:C00219;69888	type2
cpd:C00219	cpd:C00219;69888	type3
cpd:C00219;69888	cpd:C14749	type4
70101	cpd:C00219;70101	type2
cpd:C00219	cpd:C00219;70101	type3
cpd:C00219;70101	cpd:C14749	type4
71754	cpd:C00219;71754	type2
cpd:C00219	cpd:C00219;71754	type3
cpd:C00219;71754	cpd:C14749	type4
72054	cpd:C00219;72054	type2
cpd:C00219	cpd:C00219;72054	type3
cpd:C00219;72054	cpd:C14749	type4
72082	cpd:C00219;72082	type2
cpd:C00219	cpd:C00219;72082	type3
cpd:C00219;72082	cpd:C14749	type4
72303	cpd:C00219;72303	type2
cpd:C00219	cpd:C00219;72303	type3
cpd:C00219;72303	cpd:C14749	type4
74134	cpd:C00219;74134	type2
cpd:C00219	cpd:C00219;74134	type3
cpd:C00219;74134	cpd:C14749	type4
74519	cpd:C00219;74519	type2
cpd:C00219	cpd:C00219;74519	type3
cpd:C00219;74519	cpd:C14749	type4
76279	cpd:C00219;76279	type2
cpd:C00219	cpd:C00219;76279	type3
cpd:C00219;76279	cpd:C14749	type4
81906	cpd:C00219;81906	type2
cpd:C00219	cpd:C00219;81906	type3
cpd:C00219;81906	cpd:C14749	type4
100040843	cpd:C00219;100040843	type2
cpd:C00219	cpd:C00219;100040843	type3
cpd:C00219;100040843	cpd:C14749	type4
13117	cpd:C00219;13117	type2
cpd:C00219	cpd:C00219;13117	type3
cpd:C00219;13117	cpd:C14749	type4
13118	cpd:C00219;13118	type2
cpd:C00219	cpd:C00219;13118	type3
cpd:C00219;13118	cpd:C14749	type4
13119	cpd:C00219;13119	type2
cpd:C00219	cpd:C00219;13119	type3
cpd:C00219;13119	cpd:C14749	type4
230639	cpd:C00219;230639	type2
cpd:C00219	cpd:C00219;230639	type3
cpd:C00219;230639	cpd:C14749	type4
277753	cpd:C00219;277753	type2
cpd:C00219	cpd:C00219;277753	type3
cpd:C00219;277753	cpd:C14749	type4
435802	cpd:C00219;435802	type2
cpd:C00219	cpd:C00219;435802	type3
cpd:C00219;435802	cpd:C14749	type4
666168	cpd:C00219;666168	type2
cpd:C00219	cpd:C00219;666168	type3
cpd:C00219;666168	cpd:C14749	type4
71519	cpd:C00219;71519	type2
cpd:C00219	cpd:C00219;71519	type3
cpd:C00219;71519	cpd:C14749	type4
100041375	cpd:C14749;100041375	type2
cpd:C14749	cpd:C14749;100041375	type3
cpd:C14749;100041375	cpd:C00219	type4
100066	cpd:C14749;100066	type2
cpd:C14749	cpd:C14749;100066	type3
cpd:C14749;100066	cpd:C00219	type4
106648	cpd:C14749;106648	type2
cpd:C14749	cpd:C14749;106648	type3
cpd:C14749;106648	cpd:C00219	type4
107141	cpd:C14749;107141	type2
cpd:C14749	cpd:C14749;107141	type3
cpd:C14749;107141	cpd:C00219	type4
13076	cpd:C14749;13076	type2
cpd:C14749	cpd:C14749;13076	type3
cpd:C14749;13076	cpd:C00219	type4
13077	cpd:C14749;13077	type2
cpd:C14749	cpd:C14749;13077	type3
cpd:C14749;13077	cpd:C00219	type4
13078	cpd:C14749;13078	type2
cpd:C14749	cpd:C14749;13078	type3
cpd:C14749;13078	cpd:C00219	type4
13085	cpd:C14749;13085	type2
cpd:C14749	cpd:C14749;13085	type3
cpd:C14749;13085	cpd:C00219	type4
13086	cpd:C14749;13086	type2
cpd:C14749	cpd:C14749;13086	type3
cpd:C14749;13086	cpd:C00219	type4
13087	cpd:C14749;13087	type2
cpd:C14749	cpd:C14749;13087	type3
cpd:C14749;13087	cpd:C00219	type4
13088	cpd:C14749;13088	type2
cpd:C14749	cpd:C14749;13088	type3
cpd:C14749;13088	cpd:C00219	type4
13089	cpd:C14749;13089	type2
cpd:C14749	cpd:C14749;13089	type3
cpd:C14749;13089	cpd:C00219	type4
13090	cpd:C14749;13090	type2
cpd:C14749	cpd:C14749;13090	type3
cpd:C14749;13090	cpd:C00219	type4
13094	cpd:C14749;13094	type2
cpd:C14749	cpd:C14749;13094	type3
cpd:C14749;13094	cpd:C00219	type4
13095	cpd:C14749;13095	type2
cpd:C14749	cpd:C14749;13095	type3
cpd:C14749;13095	cpd:C00219	type4
13096	cpd:C14749;13096	type2
cpd:C14749	cpd:C14749;13096	type3
cpd:C14749;13096	cpd:C00219	type4
13097	cpd:C14749;13097	type2
cpd:C14749	cpd:C14749;13097	type3
cpd:C14749;13097	cpd:C00219	type4
13098	cpd:C14749;13098	type2
cpd:C14749	cpd:C14749;13098	type3
cpd:C14749;13098	cpd:C00219	type4
13099	cpd:C14749;13099	type2
cpd:C14749	cpd:C14749;13099	type3
cpd:C14749;13099	cpd:C00219	type4
13101	cpd:C14749;13101	type2
cpd:C14749	cpd:C14749;13101	type3
cpd:C14749;13101	cpd:C00219	type4
13105	cpd:C14749;13105	type2
cpd:C14749	cpd:C14749;13105	type3
cpd:C14749;13105	cpd:C00219	type4
13107	cpd:C14749;13107	type2
cpd:C14749	cpd:C14749;13107	type3
cpd:C14749;13107	cpd:C00219	type4
13109	cpd:C14749;13109	type2
cpd:C14749	cpd:C14749;13109	type3
cpd:C14749;13109	cpd:C00219	type4
13110	cpd:C14749;13110	type2
cpd:C14749	cpd:C14749;13110	type3
cpd:C14749;13110	cpd:C00219	type4
13112	cpd:C14749;13112	type2
cpd:C14749	cpd:C14749;13112	type3
cpd:C14749;13112	cpd:C00219	type4
13113	cpd:C14749;13113	type2
cpd:C14749	cpd:C14749;13113	type3
cpd:C14749;13113	cpd:C00219	type4
13114	cpd:C14749;13114	type2
cpd:C14749	cpd:C14749;13114	type3
cpd:C14749;13114	cpd:C00219	type4
13120	cpd:C14749;13120	type2
cpd:C14749	cpd:C14749;13120	type3
cpd:C14749;13120	cpd:C00219	type4
170716	cpd:C14749;170716	type2
cpd:C14749	cpd:C14749;170716	type3
cpd:C14749;170716	cpd:C00219	type4
208285	cpd:C14749;208285	type2
cpd:C14749	cpd:C14749;208285	type3
cpd:C14749;208285	cpd:C00219	type4
223706	cpd:C14749;223706	type2
cpd:C14749	cpd:C14749;223706	type3
cpd:C14749;223706	cpd:C00219	type4
226105	cpd:C14749;226105	type2
cpd:C14749	cpd:C14749;226105	type3
cpd:C14749;226105	cpd:C00219	type4
226143	cpd:C14749;226143	type2
cpd:C14749	cpd:C14749;226143	type3
cpd:C14749;226143	cpd:C00219	type4
230459	cpd:C14749;230459	type2
cpd:C14749	cpd:C14749;230459	type3
cpd:C14749;230459	cpd:C00219	type4
242546	cpd:C14749;242546	type2
cpd:C14749	cpd:C14749;242546	type3
cpd:C14749;242546	cpd:C00219	type4
243881	cpd:C14749;243881	type2
cpd:C14749	cpd:C14749;243881	type3
cpd:C14749;243881	cpd:C00219	type4
337924	cpd:C14749;337924	type2
cpd:C14749	cpd:C14749;337924	type3
cpd:C14749;337924	cpd:C00219	type4
380997	cpd:C14749;380997	type2
cpd:C14749	cpd:C14749;380997	type3
cpd:C14749;380997	cpd:C00219	type4
404195	cpd:C14749;404195	type2
cpd:C14749	cpd:C14749;404195	type3
cpd:C14749;404195	cpd:C00219	type4
433247	cpd:C14749;433247	type2
cpd:C14749	cpd:C14749;433247	type3
cpd:C14749;433247	cpd:C00219	type4
53973	cpd:C14749;53973	type2
cpd:C14749	cpd:C14749;53973	type3
cpd:C14749;53973	cpd:C00219	type4
545123	cpd:C14749;545123	type2
cpd:C14749	cpd:C14749;545123	type3
cpd:C14749;545123	cpd:C00219	type4
56388	cpd:C14749;56388	type2
cpd:C14749	cpd:C14749;56388	type3
cpd:C14749;56388	cpd:C00219	type4
56448	cpd:C14749;56448	type2
cpd:C14749	cpd:C14749;56448	type3
cpd:C14749;56448	cpd:C00219	type4
631304	cpd:C14749;631304	type2
cpd:C14749	cpd:C14749;631304	type3
cpd:C14749;631304	cpd:C00219	type4
64385	cpd:C14749;64385	type2
cpd:C14749	cpd:C14749;64385	type3
cpd:C14749;64385	cpd:C00219	type4
665095	cpd:C14749;665095	type2
cpd:C14749	cpd:C14749;665095	type3
cpd:C14749;665095	cpd:C00219	type4
677156	cpd:C14749;677156	type2
cpd:C14749	cpd:C14749;677156	type3
cpd:C14749;677156	cpd:C00219	type4
69888	cpd:C14749;69888	type2
cpd:C14749	cpd:C14749;69888	type3
cpd:C14749;69888	cpd:C00219	type4
70101	cpd:C14749;70101	type2
cpd:C14749	cpd:C14749;70101	type3
cpd:C14749;70101	cpd:C00219	type4
71754	cpd:C14749;71754	type2
cpd:C14749	cpd:C14749;71754	type3
cpd:C14749;71754	cpd:C00219	type4
72054	cpd:C14749;72054	type2
cpd:C14749	cpd:C14749;72054	type3
cpd:C14749;72054	cpd:C00219	type4
72082	cpd:C14749;72082	type2
cpd:C14749	cpd:C14749;72082	type3
cpd:C14749;72082	cpd:C00219	type4
72303	cpd:C14749;72303	type2
cpd:C14749	cpd:C14749;72303	type3
cpd:C14749;72303	cpd:C00219	type4
74134	cpd:C14749;74134	type2
cpd:C14749	cpd:C14749;74134	type3
cpd:C14749;74134	cpd:C00219	type4
74519	cpd:C14749;74519	type2
cpd:C14749	cpd:C14749;74519	type3
cpd:C14749;74519	cpd:C00219	type4
76279	cpd:C14749;76279	type2
cpd:C14749	cpd:C14749;76279	type3
cpd:C14749;76279	cpd:C00219	type4
81906	cpd:C14749;81906	type2
cpd:C14749	cpd:C14749;81906	type3
cpd:C14749;81906	cpd:C00219	type4
100040843	cpd:C14749;100040843	type2
cpd:C14749	cpd:C14749;100040843	type3
cpd:C14749;100040843	cpd:C00219	type4
13117	cpd:C14749;13117	type2
cpd:C14749	cpd:C14749;13117	type3
cpd:C14749;13117	cpd:C00219	type4
13118	cpd:C14749;13118	type2
cpd:C14749	cpd:C14749;13118	type3
cpd:C14749;13118	cpd:C00219	type4
13119	cpd:C14749;13119	type2
cpd:C14749	cpd:C14749;13119	type3
cpd:C14749;13119	cpd:C00219	type4
230639	cpd:C14749;230639	type2
cpd:C14749	cpd:C14749;230639	type3
cpd:C14749;230639	cpd:C00219	type4
277753	cpd:C14749;277753	type2
cpd:C14749	cpd:C14749;277753	type3
cpd:C14749;277753	cpd:C00219	type4
435802	cpd:C14749;435802	type2
cpd:C14749	cpd:C14749;435802	type3
cpd:C14749;435802	cpd:C00219	type4
666168	cpd:C14749;666168	type2
cpd:C14749	cpd:C14749;666168	type3
cpd:C14749;666168	cpd:C00219	type4
71519	cpd:C14749;71519	type2
cpd:C14749	cpd:C14749;71519	type3
cpd:C14749;71519	cpd:C00219	type4
14775	cpd:C05356;14775	type2
cpd:C05356	cpd:C05356;14775	type3
cpd:C05356;14775	cpd:C04805	type4
14776	cpd:C05356;14776	type2
cpd:C05356	cpd:C05356;14776	type3
cpd:C05356;14776	cpd:C04805	type4
14778	cpd:C05356;14778	type2
cpd:C05356	cpd:C05356;14778	type3
cpd:C05356;14778	cpd:C04805	type4
14780	cpd:C05356;14780	type2
cpd:C05356	cpd:C05356;14780	type3
cpd:C05356;14780	cpd:C04805	type4
67305	cpd:C05356;67305	type2
cpd:C05356	cpd:C05356;67305	type3
cpd:C05356;67305	cpd:C04805	type4
69590	cpd:C05356;69590	type2
cpd:C05356	cpd:C05356;69590	type3
cpd:C05356;69590	cpd:C04805	type4
75512	cpd:C05356;75512	type2
cpd:C05356	cpd:C05356;75512	type3
cpd:C05356;75512	cpd:C04805	type4
11684	cpd:C00219;11684	type2
cpd:C00219	cpd:C00219;11684	type3
cpd:C00219;11684	cpd:C05965	type4
11685	cpd:C00219;11685	type2
cpd:C00219	cpd:C00219;11685	type3
cpd:C00219;11685	cpd:C05965	type4
11684	cpd:C05965;11684	type2
cpd:C05965	cpd:C05965;11684	type3
cpd:C05965;11684	cpd:C00219	type4
11685	cpd:C05965;11685	type2
cpd:C05965	cpd:C05965;11685	type3
cpd:C05965;11685	cpd:C00219	type4
11687	cpd:C00219;11687	type2
cpd:C00219	cpd:C00219;11687	type3
cpd:C00219;11687	cpd:C05966	type4
11688	cpd:C00219;11688	type2
cpd:C00219	cpd:C00219;11688	type3
cpd:C00219;11688	cpd:C05966	type4
11687	cpd:C05966;11687	type2
cpd:C05966	cpd:C05966;11687	type3
cpd:C05966;11687	cpd:C00219	type4
11688	cpd:C05966;11688	type2
cpd:C05966	cpd:C05966;11688	type3
cpd:C05966;11688	cpd:C00219	type4
19224	cpd:C05956;19224	type2
cpd:C05956	cpd:C05956;19224	type3
cpd:C05956;19224	cpd:C00427	type4
19225	cpd:C05956;19225	type2
cpd:C05956	cpd:C05956;19225	type3
cpd:C05956;19225	cpd:C00427	type4
19224	cpd:C00427;19224	type2
cpd:C00427	cpd:C00427;19224	type3
cpd:C00427;19224	cpd:C05956	type4
19225	cpd:C00427;19225	type2
cpd:C00427	cpd:C00427;19225	type3
cpd:C00427;19225	cpd:C05956	type4
18778	cpd:C00157;18778	type2
cpd:C00157	cpd:C00157;18778	type3
cpd:C00157;18778	cpd:C00219	type4
18780	cpd:C00157;18780	type2
cpd:C00157	cpd:C00157;18780	type3
cpd:C00157;18780	cpd:C00219	type4
18781	cpd:C00157;18781	type2
cpd:C00157	cpd:C00157;18781	type3
cpd:C00157;18781	cpd:C00219	type4
18782	cpd:C00157;18782	type2
cpd:C00157	cpd:C00157;18782	type3
cpd:C00157;18782	cpd:C00219	type4
18783	cpd:C00157;18783	type2
cpd:C00157	cpd:C00157;18783	type3
cpd:C00157;18783	cpd:C00219	type4
18784	cpd:C00157;18784	type2
cpd:C00157	cpd:C00157;18784	type3
cpd:C00157;18784	cpd:C00219	type4
211429	cpd:C00157;211429	type2
cpd:C00157	cpd:C00157;211429	type3
cpd:C00157;211429	cpd:C00219	type4
225845	cpd:C00157;225845	type2
cpd:C00157	cpd:C00157;225845	type3
cpd:C00157;225845	cpd:C00219	type4
232889	cpd:C00157;232889	type2
cpd:C00157	cpd:C00157;232889	type3
cpd:C00157;232889	cpd:C00219	type4
237625	cpd:C00157;237625	type2
cpd:C00157	cpd:C00157;237625	type3
cpd:C00157;237625	cpd:C00219	type4
26565	cpd:C00157;26565	type2
cpd:C00157	cpd:C00157;26565	type3
cpd:C00157;26565	cpd:C00219	type4
26970	cpd:C00157;26970	type2
cpd:C00157	cpd:C00157;26970	type3
cpd:C00157;26970	cpd:C00219	type4
26971	cpd:C00157;26971	type2
cpd:C00157	cpd:C00157;26971	type3
cpd:C00157;26971	cpd:C00219	type4
271844	cpd:C00157;271844	type2
cpd:C00157	cpd:C00157;271844	type3
cpd:C00157;271844	cpd:C00219	type4
329502	cpd:C00157;329502	type2
cpd:C00157	cpd:C00157;329502	type3
cpd:C00157;329502	cpd:C00219	type4
53357	cpd:C00157;53357	type2
cpd:C00157	cpd:C00157;53357	type3
cpd:C00157;53357	cpd:C00219	type4
66350	cpd:C00157;66350	type2
cpd:C00157	cpd:C00157;66350	type3
cpd:C00157;66350	cpd:C00219	type4
665270	cpd:C00157;665270	type2
cpd:C00157	cpd:C00157;665270	type3
cpd:C00157;665270	cpd:C00219	type4
69836	cpd:C00157;69836	type2
cpd:C00157	cpd:C00157;69836	type3
cpd:C00157;69836	cpd:C00219	type4
78390	cpd:C00157;78390	type2
cpd:C00157	cpd:C00157;78390	type3
cpd:C00157;78390	cpd:C00219	type4
18778	cpd:C00219;18778	type2
cpd:C00219	cpd:C00219;18778	type3
cpd:C00219;18778	cpd:C00157	type4
18780	cpd:C00219;18780	type2
cpd:C00219	cpd:C00219;18780	type3
cpd:C00219;18780	cpd:C00157	type4
18781	cpd:C00219;18781	type2
cpd:C00219	cpd:C00219;18781	type3
cpd:C00219;18781	cpd:C00157	type4
18782	cpd:C00219;18782	type2
cpd:C00219	cpd:C00219;18782	type3
cpd:C00219;18782	cpd:C00157	type4
18783	cpd:C00219;18783	type2
cpd:C00219	cpd:C00219;18783	type3
cpd:C00219;18783	cpd:C00157	type4
18784	cpd:C00219;18784	type2
cpd:C00219	cpd:C00219;18784	type3
cpd:C00219;18784	cpd:C00157	type4
211429	cpd:C00219;211429	type2
cpd:C00219	cpd:C00219;211429	type3
cpd:C00219;211429	cpd:C00157	type4
225845	cpd:C00219;225845	type2
cpd:C00219	cpd:C00219;225845	type3
cpd:C00219;225845	cpd:C00157	type4
232889	cpd:C00219;232889	type2
cpd:C00219	cpd:C00219;232889	type3
cpd:C00219;232889	cpd:C00157	type4
237625	cpd:C00219;237625	type2
cpd:C00219	cpd:C00219;237625	type3
cpd:C00219;237625	cpd:C00157	type4
26565	cpd:C00219;26565	type2
cpd:C00219	cpd:C00219;26565	type3
cpd:C00219;26565	cpd:C00157	type4
26970	cpd:C00219;26970	type2
cpd:C00219	cpd:C00219;26970	type3
cpd:C00219;26970	cpd:C00157	type4
26971	cpd:C00219;26971	type2
cpd:C00219	cpd:C00219;26971	type3
cpd:C00219;26971	cpd:C00157	type4
271844	cpd:C00219;271844	type2
cpd:C00219	cpd:C00219;271844	type3
cpd:C00219;271844	cpd:C00157	type4
329502	cpd:C00219;329502	type2
cpd:C00219	cpd:C00219;329502	type3
cpd:C00219;329502	cpd:C00157	type4
53357	cpd:C00219;53357	type2
cpd:C00219	cpd:C00219;53357	type3
cpd:C00219;53357	cpd:C00157	type4
66350	cpd:C00219;66350	type2
cpd:C00219	cpd:C00219;66350	type3
cpd:C00219;66350	cpd:C00157	type4
665270	cpd:C00219;665270	type2
cpd:C00219	cpd:C00219;665270	type3
cpd:C00219;665270	cpd:C00157	type4
69836	cpd:C00219;69836	type2
cpd:C00219	cpd:C00219;69836	type3
cpd:C00219;69836	cpd:C00157	type4
78390	cpd:C00219;78390	type2
cpd:C00219	cpd:C00219;78390	type3
cpd:C00219;78390	cpd:C00157	type4
11689	cpd:C05356;11689	type2
cpd:C05356	cpd:C05356;11689	type3
cpd:C05356;11689	cpd:C00909	type4
11689	cpd:C00909;11689	type2
cpd:C00909	cpd:C00909;11689	type3
cpd:C00909;11689	cpd:C05356	type4
11689	cpd:C00219;11689	type2
cpd:C00219	cpd:C00219;11689	type3
cpd:C00219;11689	cpd:C05356	type4
11689	cpd:C05356;11689	type2
cpd:C05356	cpd:C05356;11689	type3
cpd:C05356;11689	cpd:C00219	type4
16993	cpd:C00909;16993	type2
cpd:C00909	cpd:C00909;16993	type3
cpd:C00909;16993	cpd:C02165	type4
16993	cpd:C02165;16993	type2
cpd:C02165	cpd:C02165;16993	type3
cpd:C02165;16993	cpd:C00909	type4
17001	cpd:C00909;17001	type2
cpd:C00909	cpd:C00909;17001	type3
cpd:C00909;17001	cpd:C02166	type4
17001	cpd:C02166;17001	type2
cpd:C02166	cpd:C02166;17001	type3
cpd:C02166;17001	cpd:C00909	type4
14598	cpd:C02166;14598	type2
cpd:C02166	cpd:C02166;14598	type3
cpd:C02166;14598	cpd:C05951	type4
23887	cpd:C02166;23887	type2
cpd:C02166	cpd:C02166;23887	type3
cpd:C02166;23887	cpd:C05951	type4
14598	cpd:C05951;14598	type2
cpd:C05951	cpd:C05951;14598	type3
cpd:C05951;14598	cpd:C02166	type4
23887	cpd:C05951;23887	type2
cpd:C05951	cpd:C05951;23887	type3
cpd:C05951;23887	cpd:C02166	type4
19224	cpd:C00219;19224	type2
cpd:C00219	cpd:C00219;19224	type3
cpd:C00219;19224	cpd:C05956	type4
19225	cpd:C00219;19225	type2
cpd:C00219	cpd:C00219;19225	type3
cpd:C00219;19225	cpd:C05956	type4
19224	cpd:C05956;19224	type2
cpd:C05956	cpd:C05956;19224	type3
cpd:C05956;19224	cpd:C00219	type4
19225	cpd:C05956;19225	type2
cpd:C05956	cpd:C05956;19225	type3
cpd:C05956;19225	cpd:C00219	type4
19223	cpd:C00427;19223	type2
cpd:C00427	cpd:C00427;19223	type3
cpd:C00427;19223	cpd:C01312	type4
19223	cpd:C01312;19223	type2
cpd:C01312	cpd:C01312;19223	type3
cpd:C01312;19223	cpd:C00427	type4
56351	cpd:C00427;56351	type2
cpd:C00427	cpd:C00427;56351	type3
cpd:C00427;56351	cpd:C00584	type4
64292	cpd:C00427;64292	type2
cpd:C00427	cpd:C00427;64292	type3
cpd:C00427;64292	cpd:C00584	type4
96979	cpd:C00427;96979	type2
cpd:C00427	cpd:C00427;96979	type3
cpd:C00427;96979	cpd:C00584	type4
56351	cpd:C00584;56351	type2
cpd:C00584	cpd:C00584;56351	type3
cpd:C00584;56351	cpd:C00427	type4
64292	cpd:C00584;64292	type2
cpd:C00584	cpd:C00584;64292	type3
cpd:C00584;64292	cpd:C00427	type4
96979	cpd:C00584;96979	type2
cpd:C00584	cpd:C00584;96979	type3
cpd:C00584;96979	cpd:C00427	type4
21391	cpd:C00427;21391	type2
cpd:C00427	cpd:C00427;21391	type3
cpd:C00427;21391	cpd:C02198	type4
21391	cpd:C02198;21391	type2
cpd:C02198	cpd:C02198;21391	type3
cpd:C02198;21391	cpd:C00427	type4
19215	cpd:C00427;19215	type2
