start	end	type
cpd:C00024	cpd:C00024;cpd:C00040;231086	type3
cpd:C00040	cpd:C00024;cpd:C00040;231086	type3
cpd:C00024;cpd:C00040;231086	cpd:C00264	type4
235674	cpd:C00024;cpd:C00040;235674	type2
cpd:C00024	cpd:C00024;cpd:C00040;235674	type3
cpd:C00040	cpd:C00024;cpd:C00040;235674	type3
cpd:C00024;cpd:C00040;235674	cpd:C00264	type4
52538	cpd:C00024;cpd:C00040;52538	type2
cpd:C00024	cpd:C00024;cpd:C00040;52538	type3
cpd:C00040	cpd:C00024;cpd:C00040;52538	type3
cpd:C00024;cpd:C00040;52538	cpd:C00264	type4
74147	cpd:C00640;74147	type2
cpd:C00640	cpd:C00640;74147	type3
cpd:C00640;74147	cpd:C00658	type4
93747	cpd:C00640;93747	type2
cpd:C00640	cpd:C00640;93747	type3
cpd:C00640;93747	cpd:C00658	type4
97212	cpd:C00640;97212	type2
cpd:C00640	cpd:C00640;97212	type3
cpd:C00640;97212	cpd:C00658	type4
74147	cpd:C00658;74147	type2
cpd:C00658	cpd:C00658;74147	type3
cpd:C00658;74147	cpd:C00640	type4
93747	cpd:C00658;93747	type2
cpd:C00658	cpd:C00658;93747	type3
cpd:C00658;93747	cpd:C00640	type4
97212	cpd:C00658;97212	type2
cpd:C00658	cpd:C00658;97212	type3
cpd:C00658;97212	cpd:C00640	type4
30963	cpd:C20878;30963	type2
cpd:C20878	cpd:C20878;30963	type3
cpd:C20878;30963	cpd:C20879	type4
57874	cpd:C20878;57874	type2
cpd:C20878	cpd:C20878;57874	type3
cpd:C20878;57874	cpd:C20879	type4
66775	cpd:C20878;66775	type2
cpd:C20878	cpd:C20878;66775	type3
cpd:C20878;66775	cpd:C20879	type4
70757	cpd:C20878;70757	type2
cpd:C20878	cpd:C20878;70757	type3
cpd:C20878;70757	cpd:C20879	type4
30963	cpd:C20879;30963	type2
cpd:C20879	cpd:C20879;30963	type3
cpd:C20879;30963	cpd:C20878	type4
57874	cpd:C20879;57874	type2
cpd:C20879	cpd:C20879;57874	type3
cpd:C20879;57874	cpd:C20878	type4
66775	cpd:C20879;66775	type2
cpd:C20879	cpd:C20879;66775	type3
cpd:C20879;66775	cpd:C20878	type4
70757	cpd:C20879;70757	type2
cpd:C20879	cpd:C20879;70757	type3
cpd:C20879;70757	cpd:C20878	type4
106529	cpd:C20879;106529	type2
cpd:C20879	cpd:C20879;106529	type3
cpd:C20879;106529	cpd:C02843 cpd:C20876	type4
106529	cpd:C20876;106529	type2
cpd:C20876	cpd:C20876;106529	type3
cpd:C20876;106529	cpd:C20879	type4
106529	cpd:C20879;106529	type2
cpd:C20879	cpd:C20879;106529	type3
cpd:C20879;106529	cpd:C20876	type4
56348	cpd:C20877;56348	type2
cpd:C20877	cpd:C20877;56348	type3
cpd:C20877;56348	cpd:C20878	type4
56348	cpd:C20878;56348	type2
cpd:C20878	cpd:C20878;56348	type3
cpd:C20878;56348	cpd:C20877	type4
12012	cpd:C02843;12012	type2
cpd:C02843	cpd:C02843;12012	type3
cpd:C02843;12012	cpd:C00638	type4
171210	cpd:C02843;171210	type2
cpd:C02843	cpd:C02843;171210	type3
cpd:C02843;171210	cpd:C00638	type4
171281	cpd:C02843;171281	type2
cpd:C02843	cpd:C02843;171281	type3
cpd:C02843;171281	cpd:C00638	type4
171282	cpd:C02843;171282	type2
cpd:C02843	cpd:C02843;171282	type3
cpd:C02843;171282	cpd:C00638	type4
209186	cpd:C02843;209186	type2
cpd:C02843	cpd:C02843;209186	type3
cpd:C02843;209186	cpd:C00638	type4
217698	cpd:C02843;217698	type2
cpd:C02843	cpd:C02843;217698	type3
cpd:C02843;217698	cpd:C00638	type4
230161	cpd:C02843;230161	type2
cpd:C02843	cpd:C02843;230161	type3
cpd:C02843;230161	cpd:C00638	type4
26897	cpd:C02843;26897	type2
cpd:C02843	cpd:C02843;26897	type3
cpd:C02843;26897	cpd:C00638	type4
66198	cpd:C02843;66198	type2
cpd:C02843	cpd:C02843;66198	type3
cpd:C02843;66198	cpd:C00638	type4
70025	cpd:C02843;70025	type2
cpd:C02843	cpd:C02843;70025	type3
cpd:C02843;70025	cpd:C00638	type4
75778	cpd:C02843;75778	type2
cpd:C02843	cpd:C02843;75778	type3
cpd:C02843;75778	cpd:C00638	type4
12686	cpd:C00083;cpd:C20876;12686	type2
cpd:C00083	cpd:C00083;cpd:C20876;12686	type3
cpd:C20876	cpd:C00083;cpd:C20876;12686	type3
cpd:C00083;cpd:C20876;12686	cpd:C20877	type4
170439	cpd:C00083;cpd:C20876;170439	type2
cpd:C00083	cpd:C00083;cpd:C20876;170439	type3
cpd:C20876	cpd:C00083;cpd:C20876;170439	type3
cpd:C00083;cpd:C20876;170439	cpd:C20877	type4
54325	cpd:C00083;cpd:C20876;54325	type2
cpd:C00083	cpd:C00083;cpd:C20876;54325	type3
cpd:C20876	cpd:C00083;cpd:C20876;54325	type3
cpd:C00083;cpd:C20876;54325	cpd:C20877	type4
54326	cpd:C00083;cpd:C20876;54326	type2
cpd:C00083	cpd:C00083;cpd:C20876;54326	type3
cpd:C20876	cpd:C00083;cpd:C20876;54326	type3
cpd:C00083;cpd:C20876;54326	cpd:C20877	type4
68801	cpd:C00083;cpd:C20876;68801	type2
cpd:C00083	cpd:C00083;cpd:C20876;68801	type3
cpd:C20876	cpd:C00083;cpd:C20876;68801	type3
cpd:C00083;cpd:C20876;68801	cpd:C20877	type4
74559	cpd:C00083;cpd:C20876;74559	type2
cpd:C00083	cpd:C00083;cpd:C20876;74559	type3
cpd:C20876	cpd:C00083;cpd:C20876;74559	type3
cpd:C00083;cpd:C20876;74559	cpd:C20877	type4
83603	cpd:C00083;cpd:C20876;83603	type2
cpd:C00083	cpd:C00083;cpd:C20876;83603	type3
cpd:C20876	cpd:C00083;cpd:C20876;83603	type3
cpd:C00083;cpd:C20876;83603	cpd:C20877	type4
12686	cpd:C00083;12686	type2
cpd:C00083	cpd:C00083;12686	type3
cpd:C00083;12686	cpd:C20877	type4
170439	cpd:C00083;170439	type2
cpd:C00083	cpd:C00083;170439	type3
cpd:C00083;170439	cpd:C20877	type4
54325	cpd:C00083;54325	type2
cpd:C00083	cpd:C00083;54325	type3
cpd:C00083;54325	cpd:C20877	type4
54326	cpd:C00083;54326	type2
cpd:C00083	cpd:C00083;54326	type3
cpd:C00083;54326	cpd:C20877	type4
68801	cpd:C00083;68801	type2
cpd:C00083	cpd:C00083;68801	type3
cpd:C00083;68801	cpd:C20877	type4
74559	cpd:C00083;74559	type2
cpd:C00083	cpd:C00083;74559	type3
cpd:C00083;74559	cpd:C20877	type4
83603	cpd:C00083;83603	type2
cpd:C00083	cpd:C00083;83603	type3
cpd:C00083;83603	cpd:C20877	type4
12686	cpd:C20877;12686	type2
cpd:C20877	cpd:C20877;12686	type3
cpd:C20877;12686	cpd:C00083	type4
170439	cpd:C20877;170439	type2
cpd:C20877	cpd:C20877;170439	type3
cpd:C20877;170439	cpd:C00083	type4
54325	cpd:C20877;54325	type2
cpd:C20877	cpd:C20877;54325	type3
cpd:C20877;54325	cpd:C00083	type4
54326	cpd:C20877;54326	type2
cpd:C20877	cpd:C20877;54326	type3
cpd:C20877;54326	cpd:C00083	type4
68801	cpd:C20877;68801	type2
cpd:C20877	cpd:C20877;68801	type3
cpd:C20877;68801	cpd:C00083	type4
74559	cpd:C20877;74559	type2
cpd:C20877	cpd:C20877;74559	type3
cpd:C20877;74559	cpd:C00083	type4
83603	cpd:C20877;83603	type2
cpd:C20877	cpd:C20877;83603	type3
cpd:C20877;83603	cpd:C00083	type4
110446	cpd:C00024;110446	type2
cpd:C00024	cpd:C00024;110446	type3
cpd:C00024;110446	cpd:C00332	type4
110460	cpd:C00024;110460	type2
cpd:C00024	cpd:C00024;110460	type3
cpd:C00024;110460	cpd:C00332	type4
224530	cpd:C00024;224530	type2
cpd:C00024	cpd:C00024;224530	type3
cpd:C00024;224530	cpd:C00332	type4
113868	cpd:C00024;113868	type2
cpd:C00024	cpd:C00024;113868	type3
cpd:C00024;113868	cpd:C00332	type4
231086	cpd:C00024;231086	type2
cpd:C00024	cpd:C00024;231086	type3
cpd:C00024;231086	cpd:C00332	type4
235674	cpd:C00024;235674	type2
cpd:C00024	cpd:C00024;235674	type3
cpd:C00024;235674	cpd:C00332	type4
52538	cpd:C00024;52538	type2
cpd:C00024	cpd:C00024;52538	type3
cpd:C00024;52538	cpd:C00332	type4
110446	cpd:C00332;110446	type2
cpd:C00332	cpd:C00332;110446	type3
cpd:C00332;110446	cpd:C00024	type4
110460	cpd:C00332;110460	type2
cpd:C00332	cpd:C00332;110460	type3
cpd:C00332;110460	cpd:C00024	type4
224530	cpd:C00332;224530	type2
cpd:C00332	cpd:C00332;224530	type3
cpd:C00332;224530	cpd:C00024	type4
113868	cpd:C00332;113868	type2
cpd:C00332	cpd:C00332;113868	type3
cpd:C00332;113868	cpd:C00024	type4
231086	cpd:C00332;231086	type2
cpd:C00332	cpd:C00332;231086	type3
cpd:C00332;231086	cpd:C00024	type4
235674	cpd:C00332;235674	type2
cpd:C00332	cpd:C00332;235674	type3
cpd:C00332;235674	cpd:C00024	type4
52538	cpd:C00332;52538	type2
cpd:C00332	cpd:C00332;52538	type3
cpd:C00332;52538	cpd:C00024	type4
11430	cpd:C00136;11430	type2
cpd:C00136	cpd:C00136;11430	type3
cpd:C00136;11430	cpd:C00877	type4
80911	cpd:C00136;80911	type2
cpd:C00136	cpd:C00136;80911	type3
cpd:C00136;80911	cpd:C00877	type4
11409	cpd:C00136;11409	type2
cpd:C00136	cpd:C00136;11409	type3
cpd:C00136;11409	cpd:C00877	type4
11364	cpd:C00136;11364	type2
cpd:C00136	cpd:C00136;11364	type3
cpd:C00136;11364	cpd:C00877	type4
11430	cpd:C00877;11430	type2
cpd:C00877	cpd:C00877;11430	type3
cpd:C00877;11430	cpd:C00136	type4
80911	cpd:C00877;80911	type2
cpd:C00877	cpd:C00877;80911	type3
cpd:C00877;80911	cpd:C00136	type4
11409	cpd:C00877;11409	type2
cpd:C00877	cpd:C00877;11409	type3
cpd:C00877;11409	cpd:C00136	type4
11364	cpd:C00877;11364	type2
cpd:C00877	cpd:C00877;11364	type3
cpd:C00877;11364	cpd:C00136	type4
15107	cpd:C01144;15107	type2
cpd:C01144	cpd:C01144;15107	type3
cpd:C01144;15107	cpd:C00332	type4
15108	cpd:C01144;15108	type2
cpd:C01144	cpd:C01144;15108	type3
cpd:C01144;15108	cpd:C00332	type4
74147	cpd:C01144;74147	type2
cpd:C01144	cpd:C01144;74147	type3
cpd:C01144;74147	cpd:C00332	type4
15107	cpd:C00332;15107	type2
cpd:C00332	cpd:C00332;15107	type3
cpd:C00332;15107	cpd:C01144	type4
15108	cpd:C00332;15108	type2
cpd:C00332	cpd:C00332;15108	type3
cpd:C00332;15108	cpd:C01144	type4
74147	cpd:C00332;74147	type2
cpd:C00332	cpd:C00332;74147	type3
cpd:C00332;74147	cpd:C01144	type4
74147	cpd:C01144;74147	type2
cpd:C01144	cpd:C01144;74147	type3
cpd:C01144;74147	cpd:C00877	type4
93747	cpd:C01144;93747	type2
cpd:C01144	cpd:C01144;93747	type3
cpd:C01144;93747	cpd:C00877	type4
97212	cpd:C01144;97212	type2
cpd:C01144	cpd:C01144;97212	type3
cpd:C01144;97212	cpd:C00877	type4
74147	cpd:C00877;74147	type2
cpd:C00877	cpd:C00877;74147	type3
cpd:C00877;74147	cpd:C01144	type4
93747	cpd:C00877;93747	type2
cpd:C00877	cpd:C00877;93747	type3
cpd:C00877;93747	cpd:C01144	type4
97212	cpd:C00877;97212	type2
cpd:C00877	cpd:C00877;97212	type3
cpd:C00877;97212	cpd:C01144	type4
13177	cpd:C05280;13177	type2
cpd:C05280	cpd:C05280;13177	type3
cpd:C05280;13177	cpd:C05279	type4
23986	cpd:C05280;23986	type2
cpd:C05280	cpd:C05280;23986	type3
cpd:C05280;23986	cpd:C05279	type4
69123	cpd:C05280;69123	type2
cpd:C05280	cpd:C05280;69123	type3
cpd:C05280;69123	cpd:C05279	type4
74147	cpd:C05280;74147	type2
cpd:C05280	cpd:C05280;74147	type3
cpd:C05280;74147	cpd:C05279	type4
13177	cpd:C05279;13177	type2
cpd:C05279	cpd:C05279;13177	type3
cpd:C05279;13177	cpd:C05280	type4
23986	cpd:C05279;23986	type2
cpd:C05279	cpd:C05279;23986	type3
cpd:C05279;23986	cpd:C05280	type4
69123	cpd:C05279;69123	type2
cpd:C05279	cpd:C05279;69123	type3
cpd:C05279;69123	cpd:C05280	type4
74147	cpd:C05279;74147	type2
cpd:C05279	cpd:C05279;74147	type3
cpd:C05279;74147	cpd:C05280	type4
11430	cpd:C05270;11430	type2
cpd:C05270	cpd:C05270;11430	type3
cpd:C05270;11430	cpd:C05271	type4
80911	cpd:C05270;80911	type2
cpd:C05270	cpd:C05270;80911	type3
cpd:C05270;80911	cpd:C05271	type4
11409	cpd:C05270;11409	type2
cpd:C05270	cpd:C05270;11409	type3
cpd:C05270;11409	cpd:C05271	type4
66885	cpd:C05270;66885	type2
cpd:C05270	cpd:C05270;66885	type3
cpd:C05270;66885	cpd:C05271	type4
11364	cpd:C05270;11364	type2
cpd:C05270	cpd:C05270;11364	type3
cpd:C05270;11364	cpd:C05271	type4
11363	cpd:C05270;11363	type2
cpd:C05270	cpd:C05270;11363	type3
cpd:C05270;11363	cpd:C05271	type4
11430	cpd:C01944;11430	type2
cpd:C01944	cpd:C01944;11430	type3
cpd:C01944;11430	cpd:C05276	type4
80911	cpd:C01944;80911	type2
cpd:C01944	cpd:C01944;80911	type3
cpd:C01944;80911	cpd:C05276	type4
11364	cpd:C01944;11364	type2
cpd:C01944	cpd:C01944;11364	type3
cpd:C01944;11364	cpd:C05276	type4
11363	cpd:C01944;11363	type2
cpd:C01944	cpd:C01944;11363	type3
cpd:C01944;11363	cpd:C05276	type4
11430	cpd:C05276;11430	type2
cpd:C05276	cpd:C05276;11430	type3
cpd:C05276;11430	cpd:C01944	type4
80911	cpd:C05276;80911	type2
cpd:C05276	cpd:C05276;80911	type3
cpd:C05276;80911	cpd:C01944	type4
11364	cpd:C05276;11364	type2
cpd:C05276	cpd:C05276;11364	type3
cpd:C05276;11364	cpd:C01944	type4
11363	cpd:C05276;11363	type2
cpd:C05276	cpd:C05276;11363	type3
cpd:C05276;11363	cpd:C01944	type4
11430	cpd:C05274;11430	type2
cpd:C05274	cpd:C05274;11430	type3
cpd:C05274;11430	cpd:C05275	type4
80911	cpd:C05274;80911	type2
cpd:C05274	cpd:C05274;80911	type3
cpd:C05274;80911	cpd:C05275	type4
11364	cpd:C05274;11364	type2
cpd:C05274	cpd:C05274;11364	type3
cpd:C05274;11364	cpd:C05275	type4
11363	cpd:C05274;11363	type2
cpd:C05274	cpd:C05274;11363	type3
cpd:C05274;11363	cpd:C05275	type4
11430	cpd:C05275;11430	type2
cpd:C05275	cpd:C05275;11430	type3
cpd:C05275;11430	cpd:C05274	type4
80911	cpd:C05275;80911	type2
cpd:C05275	cpd:C05275;80911	type3
cpd:C05275;80911	cpd:C05274	type4
11364	cpd:C05275;11364	type2
cpd:C05275	cpd:C05275;11364	type3
cpd:C05275;11364	cpd:C05274	type4
11363	cpd:C05275;11363	type2
cpd:C05275	cpd:C05275;11363	type3
cpd:C05275;11363	cpd:C05274	type4
11430	cpd:C01832;11430	type2
cpd:C01832	cpd:C01832;11430	type3
cpd:C01832;11430	cpd:C03221	type4
80911	cpd:C01832;80911	type2
cpd:C01832	cpd:C01832;80911	type3
cpd:C01832;80911	cpd:C03221	type4
11364	cpd:C01832;11364	type2
cpd:C01832	cpd:C01832;11364	type3
cpd:C01832;11364	cpd:C03221	type4
11363	cpd:C01832;11363	type2
cpd:C01832	cpd:C01832;11363	type3
cpd:C01832;11363	cpd:C03221	type4
11430	cpd:C03221;11430	type2
cpd:C03221	cpd:C03221;11430	type3
cpd:C03221;11430	cpd:C01832	type4
80911	cpd:C03221;80911	type2
cpd:C03221	cpd:C03221;80911	type3
cpd:C03221;80911	cpd:C01832	type4
11364	cpd:C03221;11364	type2
cpd:C03221	cpd:C03221;11364	type3
cpd:C03221;11364	cpd:C01832	type4
11363	cpd:C03221;11363	type2
cpd:C03221	cpd:C03221;11363	type3
cpd:C03221;11363	cpd:C01832	type4
270076	cpd:C00527;270076	type2
cpd:C00527	cpd:C00527;270076	type3
cpd:C00527;270076	cpd:C00877	type4
11430	cpd:C02593;11430	type2
cpd:C02593	cpd:C02593;11430	type3
cpd:C02593;11430	cpd:C05273	type4
80911	cpd:C02593;80911	type2
cpd:C02593	cpd:C02593;80911	type3
cpd:C02593;80911	cpd:C05273	type4
11364	cpd:C02593;11364	type2
cpd:C02593	cpd:C02593;11364	type3
cpd:C02593;11364	cpd:C05273	type4
11363	cpd:C02593;11363	type2
cpd:C02593	cpd:C02593;11363	type3
cpd:C02593;11363	cpd:C05273	type4
11370	cpd:C02593;11370	type2
cpd:C02593	cpd:C02593;11370	type3
cpd:C02593;11370	cpd:C05273	type4
11430	cpd:C05273;11430	type2
cpd:C05273	cpd:C05273;11430	type3
cpd:C05273;11430	cpd:C02593	type4
80911	cpd:C05273;80911	type2
cpd:C05273	cpd:C05273;80911	type3
cpd:C05273;80911	cpd:C02593	type4
11364	cpd:C05273;11364	type2
cpd:C05273	cpd:C05273;11364	type3
cpd:C05273;11364	cpd:C02593	type4
11363	cpd:C05273;11363	type2
cpd:C05273	cpd:C05273;11363	type3
cpd:C05273;11363	cpd:C02593	type4
11370	cpd:C05273;11370	type2
cpd:C05273	cpd:C05273;11370	type3
cpd:C05273;11370	cpd:C02593	type4
110695	cpd:C00071;110695	type2
cpd:C00071	cpd:C00071;110695	type3
cpd:C00071;110695	cpd:C00162	type4
11669	cpd:C00071;11669	type2
cpd:C00071	cpd:C00071;11669	type3
cpd:C00071;11669	cpd:C00162	type4
11671	cpd:C00071;11671	type2
cpd:C00071	cpd:C00071;11671	type3
cpd:C00071;11671	cpd:C00162	type4
56752	cpd:C00071;56752	type2
cpd:C00071	cpd:C00071;56752	type3
cpd:C00071;56752	cpd:C00162	type4
72535	cpd:C00071;72535	type2
cpd:C00071	cpd:C00071;72535	type3
cpd:C00071;72535	cpd:C00162	type4
11670	cpd:C00071;11670	type2
cpd:C00071	cpd:C00071;11670	type3
cpd:C00071;11670	cpd:C00162	type4
621603	cpd:C00071;621603	type2
cpd:C00071	cpd:C00071;621603	type3
cpd:C00071;621603	cpd:C00162	type4
67689	cpd:C00071;67689	type2
cpd:C00071	cpd:C00071;67689	type3
cpd:C00071;67689	cpd:C00162	type4
73458	cpd:C00071;73458	type2
cpd:C00071	cpd:C00071;73458	type3
cpd:C00071;73458	cpd:C00162	type4
110695	cpd:C00162;110695	type2
cpd:C00162	cpd:C00162;110695	type3
cpd:C00162;110695	cpd:C00071	type4
11669	cpd:C00162;11669	type2
cpd:C00162	cpd:C00162;11669	type3
cpd:C00162;11669	cpd:C00071	type4
11671	cpd:C00162;11671	type2
cpd:C00162	cpd:C00162;11671	type3
cpd:C00162;11671	cpd:C00071	type4
56752	cpd:C00162;56752	type2
cpd:C00162	cpd:C00162;56752	type3
cpd:C00162;56752	cpd:C00071	type4
72535	cpd:C00162;72535	type2
cpd:C00162	cpd:C00162;72535	type3
cpd:C00162;72535	cpd:C00071	type4
11670	cpd:C00162;11670	type2
cpd:C00162	cpd:C00162;11670	type3
cpd:C00162;11670	cpd:C00071	type4
621603	cpd:C00162;621603	type2
cpd:C00162	cpd:C00162;621603	type3
cpd:C00162;621603	cpd:C00071	type4
67689	cpd:C00162;67689	type2
cpd:C00162	cpd:C00162;67689	type3
cpd:C00162;67689	cpd:C00071	type4
73458	cpd:C00162;73458	type2
cpd:C00162	cpd:C00162;73458	type3
cpd:C00162;73458	cpd:C00071	type4
100040843	cpd:C00162;100040843	type2
cpd:C00162	cpd:C00162;100040843	type3
cpd:C00162;100040843	cpd:C03547	type4
13117	cpd:C00162;13117	type2
cpd:C00162	cpd:C00162;13117	type3
cpd:C00162;13117	cpd:C03547	type4
13118	cpd:C00162;13118	type2
cpd:C00162	cpd:C00162;13118	type3
cpd:C00162;13118	cpd:C03547	type4
13119	cpd:C00162;13119	type2
cpd:C00162	cpd:C00162;13119	type3
cpd:C00162;13119	cpd:C03547	type4
230639	cpd:C00162;230639	type2
cpd:C00162	cpd:C00162;230639	type3
cpd:C00162;230639	cpd:C03547	type4
277753	cpd:C00162;277753	type2
cpd:C00162	cpd:C00162;277753	type3
cpd:C00162;277753	cpd:C03547	type4
435802	cpd:C00162;435802	type2
cpd:C00162	cpd:C00162;435802	type3
cpd:C00162;435802	cpd:C03547	type4
666168	cpd:C00162;666168	type2
cpd:C00162	cpd:C00162;666168	type3
cpd:C00162;666168	cpd:C03547	type4
71519	cpd:C00162;71519	type2
cpd:C00162	cpd:C00162;71519	type3
cpd:C00162;71519	cpd:C03547	type4
320997	cpd:C00162;320997	type2
cpd:C00162	cpd:C00162;320997	type3
cpd:C00162;320997	cpd:C03547	type4
11430	cpd:C00154;11430	type2
cpd:C00154	cpd:C00154;11430	type3
cpd:C00154;11430	cpd:C05272	type4
80911	cpd:C00154;80911	type2
cpd:C00154	cpd:C00154;80911	type3
cpd:C00154;80911	cpd:C05272	type4
11364	cpd:C00154;11364	type2
cpd:C00154	cpd:C00154;11364	type3
cpd:C00154;11364	cpd:C05272	type4
11363	cpd:C00154;11363	type2
cpd:C00154	cpd:C00154;11363	type3
cpd:C00154;11363	cpd:C05272	type4
11370	cpd:C00154;11370	type2
cpd:C00154	cpd:C00154;11370	type3
cpd:C00154;11370	cpd:C05272	type4
11430	cpd:C05272;11430	type2
cpd:C05272	cpd:C05272;11430	type3
cpd:C05272;11430	cpd:C00154	type4
80911	cpd:C05272;80911	type2
cpd:C05272	cpd:C05272;80911	type3
cpd:C05272;80911	cpd:C00154	type4
11364	cpd:C05272;11364	type2
cpd:C05272	cpd:C05272;11364	type3
cpd:C05272;11364	cpd:C00154	type4
11363	cpd:C05272;11363	type2
cpd:C05272	cpd:C05272;11363	type3
cpd:C05272;11363	cpd:C00154	type4
11370	cpd:C05272;11370	type2
cpd:C05272	cpd:C05272;11370	type3
cpd:C05272;11370	cpd:C00154	type4
12894	cpd:C02990;12894	type2
cpd:C02990	cpd:C02990;12894	type3
cpd:C02990;12894	cpd:C00154	type4
12895	cpd:C02990;12895	type2
cpd:C02990	cpd:C02990;12895	type3
cpd:C02990;12895	cpd:C00154	type4
12896	cpd:C02990;12896	type2
cpd:C02990	cpd:C02990;12896	type3
cpd:C02990;12896	cpd:C00154	type4
78070	cpd:C02990;78070	type2
cpd:C02990	cpd:C02990;78070	type3
cpd:C02990;78070	cpd:C00154	type4
12894	cpd:C00154;12894	type2
cpd:C00154	cpd:C00154;12894	type3
cpd:C00154;12894	cpd:C02990	type4
12895	cpd:C00154;12895	type2
cpd:C00154	cpd:C00154;12895	type3
cpd:C00154;12895	cpd:C02990	type4
12896	cpd:C00154;12896	type2
cpd:C00154	cpd:C00154;12896	type3
cpd:C00154;12896	cpd:C02990	type4
78070	cpd:C00154;78070	type2
cpd:C00154	cpd:C00154;78070	type3
cpd:C00154;78070	cpd:C02990	type4
244209	cpd:C05443;244209	type2
cpd:C05443	cpd:C05443;244209	type3
cpd:C05443;244209	cpd:C01561	type4
235293	cpd:C15782;235293	type2
cpd:C15782	cpd:C15782;235293	type3
cpd:C15782;235293	cpd:C15783	type4
235293	cpd:C15783;235293	type2
cpd:C15783	cpd:C15783;235293	type3
cpd:C15783;235293	cpd:C15782	type4
13595	cpd:C05437;13595	type2
cpd:C05437	cpd:C05437;13595	type3
cpd:C05437;13595	cpd:C05439	type4
13595	cpd:C05439;13595	type2
cpd:C05439	cpd:C05439;13595	type3
cpd:C05439;13595	cpd:C05437	type4
13115	cpd:C01561;13115	type2
cpd:C01561	cpd:C01561;13115	type3
cpd:C01561;13115	cpd:C01673	type4
13360	cpd:C01164;13360	type2
cpd:C01164	cpd:C01164;13360	type3
cpd:C01164;13360	cpd:C00187	type4
13360	cpd:C00187;13360	type2
cpd:C00187	cpd:C00187;13360	type3
cpd:C00187;13360	cpd:C01164	type4
235293	cpd:C01189;235293	type2
cpd:C01189	cpd:C01189;235293	type3
cpd:C01189;235293	cpd:C01164	type4
235293	cpd:C01164;235293	type2
cpd:C01164	cpd:C01164;235293	type3
cpd:C01164;235293	cpd:C01189	type4
13595	cpd:C03845;13595	type2
cpd:C03845	cpd:C03845;13595	type3
cpd:C03845;13595	cpd:C01189	type4
13595	cpd:C01189;13595	type2
cpd:C01189	cpd:C01189;13595	type3
cpd:C01189;13595	cpd:C03845	type4
235293	cpd:C15777;235293	type2
cpd:C15777	cpd:C15777;235293	type3
cpd:C15777;235293	cpd:C15780	type4
235293	cpd:C15780;235293	type2
cpd:C15780	cpd:C15780;235293	type3
cpd:C15780;235293	cpd:C15777	type4
13360	cpd:C15780;13360	type2
cpd:C15780	cpd:C15780;13360	type3
cpd:C15780;13360	cpd:C15781	type4
13360	cpd:C15781;13360	type2
cpd:C15781	cpd:C15781;13360	type3
cpd:C15781;13360	cpd:C15780	type4
74754	cpd:C00187;74754	type2
cpd:C00187	cpd:C00187;74754	type3
cpd:C00187;74754	cpd:C01802	type4
74754	cpd:C01802;74754	type2
cpd:C01802	cpd:C01802;74754	type3
cpd:C01802;74754	cpd:C00187	type4
74754	cpd:C05107;74754	type2
cpd:C05107	cpd:C05107;74754	type3
cpd:C05107;74754	cpd:C01164	type4
74754	cpd:C01164;74754	type2
cpd:C01164	cpd:C01164;74754	type3
cpd:C01164;74754	cpd:C05107	type4
74754	cpd:C01189;74754	type2
cpd:C01189	cpd:C01189;74754	type3
cpd:C01189;74754	cpd:C05439	type4
74754	cpd:C05439;74754	type2
cpd:C05439	cpd:C05439;74754	type3
cpd:C05439;74754	cpd:C01189	type4
74754	cpd:C05437;74754	type2
cpd:C05437	cpd:C05437;74754	type3
cpd:C05437;74754	cpd:C03845	type4
74754	cpd:C03845;74754	type2
cpd:C03845	cpd:C03845;74754	type3
cpd:C03845;74754	cpd:C05437	type4
74754	cpd:C05108;74754	type2
cpd:C05108	cpd:C05108;74754	type3
cpd:C05108;74754	cpd:C15915	type4
74754	cpd:C15915;74754	type2
cpd:C15915	cpd:C15915;74754	type3
cpd:C15915;74754	cpd:C05108	type4
13121	cpd:C01943;13121	type2
cpd:C01943	cpd:C01943;13121	type3
cpd:C01943;13121	cpd:C11508	type4
13121	cpd:C11508;13121	type2
cpd:C11508	cpd:C11508;13121	type3
cpd:C11508;13121	cpd:C01943	type4
73166	cpd:C11508;73166	type2
cpd:C11508	cpd:C11508;73166	type3
cpd:C11508;73166	cpd:C15776	type4
98386	cpd:C11508;98386	type2
cpd:C11508	cpd:C11508;98386	type3
cpd:C11508;98386	cpd:C15776	type4
73166	cpd:C15776;73166	type2
cpd:C15776	cpd:C15776;73166	type3
cpd:C15776;73166	cpd:C11508	type4
98386	cpd:C15776;98386	type2
cpd:C15776	cpd:C15776;98386	type3
cpd:C15776;98386	cpd:C11508	type4
13360	cpd:C15783;13360	type2
cpd:C15783	cpd:C15783;13360	type3
cpd:C15783;13360	cpd:C08821	type4
13360	cpd:C08821;13360	type2
cpd:C08821	cpd:C08821;13360	type3
cpd:C08821;13360	cpd:C15783	type4
16987	cpd:C01054;16987	type2
cpd:C01054	cpd:C01054;16987	type3
cpd:C01054;16987	cpd:C01724	type4
16987	cpd:C01724;16987	type2
cpd:C01724	cpd:C01724;16987	type3
cpd:C01724;16987	cpd:C01054	type4
73166	cpd:C11455;73166	type2
cpd:C11455	cpd:C11455;73166	type3
cpd:C11455;73166	cpd:C05108	type4
98386	cpd:C11455;98386	type2
cpd:C11455	cpd:C11455;98386	type3
