start	end	type
cpd:C00036	cpd:C00036;4352871	type3
cpd:C00036;4352871	cpd:C00149	type4
4326855	cpd:C01801;4326855	type2
cpd:C01801	cpd:C01801;4326855	type3
cpd:C01801;4326855	cpd:C00673	type4
4326855	cpd:C00673;4326855	type2
cpd:C00673	cpd:C00673;4326855	type3
cpd:C00673;4326855	cpd:C01801	type4
107276220	cpd:C00117;107276220	type2
cpd:C00117	cpd:C00117;107276220	type3
cpd:C00117;107276220	cpd:C00119	type4
4328168	cpd:C00117;4328168	type2
cpd:C00117	cpd:C00117;4328168	type3
cpd:C00117;4328168	cpd:C00119	type4
4341535	cpd:C00117;4341535	type2
cpd:C00117	cpd:C00117;4341535	type3
cpd:C00117;4341535	cpd:C00119	type4
107276220	cpd:C00119;107276220	type2
cpd:C00119	cpd:C00119;107276220	type3
cpd:C00119;107276220	cpd:C00117	type4
4328168	cpd:C00119;4328168	type2
cpd:C00119	cpd:C00119;4328168	type3
cpd:C00119;4328168	cpd:C00117	type4
4341535	cpd:C00119;4341535	type2
cpd:C00119	cpd:C00119;4341535	type3
cpd:C00119;4341535	cpd:C00117	type4
4326855	cpd:C00121;4326855	type2
cpd:C00121	cpd:C00121;4326855	type3
cpd:C00121;4326855	cpd:C00117	type4
4326855	cpd:C00117;4326855	type2
cpd:C00117	cpd:C00117;4326855	type3
cpd:C00117;4326855	cpd:C00121	type4
4335330	cpd:C00118;cpd:C05382;4335330	type2
cpd:C00118	cpd:C00118;cpd:C05382;4335330	type3
cpd:C05382	cpd:C00118;cpd:C05382;4335330	type3
cpd:C00118;cpd:C05382;4335330	cpd:C00117	type4
cpd:C00118;cpd:C05382;4335330	cpd:C00231	type4
4340025	cpd:C00118;cpd:C05382;4340025	type2
cpd:C00118	cpd:C00118;cpd:C05382;4340025	type3
cpd:C05382	cpd:C00118;cpd:C05382;4340025	type3
cpd:C00118;cpd:C05382;4340025	cpd:C00117	type4
cpd:C00118;cpd:C05382;4340025	cpd:C00231	type4
4335330	cpd:C05382;4335330	type2
cpd:C05382	cpd:C05382;4335330	type3
cpd:C05382;4335330	cpd:C00117	type4
4340025	cpd:C05382;4340025	type2
cpd:C05382	cpd:C05382;4340025	type3
cpd:C05382;4340025	cpd:C00117	type4
4335330	cpd:C00117;cpd:C00231;4335330	type2
cpd:C00117	cpd:C00117;cpd:C00231;4335330	type3
cpd:C00231	cpd:C00117;cpd:C00231;4335330	type3
cpd:C00117;cpd:C00231;4335330	cpd:C00118	type4
cpd:C00117;cpd:C00231;4335330	cpd:C05382	type4
4340025	cpd:C00117;cpd:C00231;4340025	type2
cpd:C00117	cpd:C00117;cpd:C00231;4340025	type3
cpd:C00231	cpd:C00117;cpd:C00231;4340025	type3
cpd:C00117;cpd:C00231;4340025	cpd:C00118	type4
cpd:C00117;cpd:C00231;4340025	cpd:C05382	type4
4335330	cpd:C05382;4335330	type2
cpd:C05382	cpd:C05382;4335330	type3
cpd:C05382;4335330	cpd:C00117	type4
cpd:C05382;4335330	cpd:C00231	type4
4340025	cpd:C05382;4340025	type2
cpd:C05382	cpd:C05382;4340025	type3
cpd:C05382;4340025	cpd:C00117	type4
cpd:C05382;4340025	cpd:C00231	type4
4335330	cpd:C00117;4335330	type2
cpd:C00117	cpd:C00117;4335330	type3
cpd:C00117;4335330	cpd:C05382	type4
4340025	cpd:C00117;4340025	type2
cpd:C00117	cpd:C00117;4340025	type3
cpd:C00117;4340025	cpd:C05382	type4
4335330	cpd:C00117;cpd:C00231;4335330	type2
cpd:C00117	cpd:C00117;cpd:C00231;4335330	type3
cpd:C00231	cpd:C00117;cpd:C00231;4335330	type3
cpd:C00117;cpd:C00231;4335330	cpd:C05382	type4
4340025	cpd:C00117;cpd:C00231;4340025	type2
cpd:C00117	cpd:C00117;cpd:C00231;4340025	type3
cpd:C00231	cpd:C00117;cpd:C00231;4340025	type3
cpd:C00117;cpd:C00231;4340025	cpd:C05382	type4
4334316	cpd:C00117;4334316	type2
cpd:C00117	cpd:C00117;4334316	type3
cpd:C00117;4334316	cpd:C00199	type4
4335430	cpd:C00117;4335430	type2
cpd:C00117	cpd:C00117;4335430	type3
cpd:C00117;4335430	cpd:C00199	type4
4342543	cpd:C00117;4342543	type2
cpd:C00117	cpd:C00117;4342543	type3
cpd:C00117;4342543	cpd:C00199	type4
4334316	cpd:C00199;4334316	type2
cpd:C00199	cpd:C00199;4334316	type3
cpd:C00199;4334316	cpd:C00117	type4
4335430	cpd:C00199;4335430	type2
cpd:C00199	cpd:C00199;4335430	type3
cpd:C00199;4335430	cpd:C00117	type4
4342543	cpd:C00199;4342543	type2
cpd:C00199	cpd:C00199;4342543	type3
cpd:C00199;4342543	cpd:C00117	type4
4331761	cpd:C00199;4331761	type2
cpd:C00199	cpd:C00199;4331761	type3
cpd:C00199;4331761	cpd:C00231	type4
4347508	cpd:C00199;4347508	type2
cpd:C00199	cpd:C00199;4347508	type3
cpd:C00199;4347508	cpd:C00231	type4
4331761	cpd:C00231;4331761	type2
cpd:C00231	cpd:C00231;4331761	type3
cpd:C00231;4331761	cpd:C00199	type4
4347508	cpd:C00231;4347508	type2
cpd:C00231	cpd:C00231;4347508	type3
cpd:C00231;4347508	cpd:C00199	type4
4335330	cpd:C00118;cpd:C05345;4335330	type2
cpd:C00118	cpd:C00118;cpd:C05345;4335330	type3
cpd:C05345	cpd:C00118;cpd:C05345;4335330	type3
cpd:C00118;cpd:C05345;4335330	cpd:C00231	type4
cpd:C00118;cpd:C05345;4335330	cpd:C00279	type4
4340025	cpd:C00118;cpd:C05345;4340025	type2
cpd:C00118	cpd:C00118;cpd:C05345;4340025	type3
cpd:C05345	cpd:C00118;cpd:C05345;4340025	type3
cpd:C00118;cpd:C05345;4340025	cpd:C00231	type4
cpd:C00118;cpd:C05345;4340025	cpd:C00279	type4
4335330	cpd:C05345;4335330	type2
cpd:C05345	cpd:C05345;4335330	type3
cpd:C05345;4335330	cpd:C00231	type4
cpd:C05345;4335330	cpd:C00279	type4
4340025	cpd:C05345;4340025	type2
cpd:C05345	cpd:C05345;4340025	type3
cpd:C05345;4340025	cpd:C00231	type4
cpd:C05345;4340025	cpd:C00279	type4
4335330	cpd:C00231;cpd:C00279;4335330	type2
cpd:C00231	cpd:C00231;cpd:C00279;4335330	type3
cpd:C00279	cpd:C00231;cpd:C00279;4335330	type3
cpd:C00231;cpd:C00279;4335330	cpd:C00118	type4
cpd:C00231;cpd:C00279;4335330	cpd:C05345	type4
4340025	cpd:C00231;cpd:C00279;4340025	type2
cpd:C00231	cpd:C00231;cpd:C00279;4340025	type3
cpd:C00279	cpd:C00231;cpd:C00279;4340025	type3
cpd:C00231;cpd:C00279;4340025	cpd:C00118	type4
cpd:C00231;cpd:C00279;4340025	cpd:C05345	type4
4335330	cpd:C00231;cpd:C00279;4335330	type2
cpd:C00231	cpd:C00231;cpd:C00279;4335330	type3
cpd:C00279	cpd:C00231;cpd:C00279;4335330	type3
cpd:C00231;cpd:C00279;4335330	cpd:C05345	type4
4340025	cpd:C00231;cpd:C00279;4340025	type2
cpd:C00231	cpd:C00231;cpd:C00279;4340025	type3
cpd:C00279	cpd:C00231;cpd:C00279;4340025	type3
cpd:C00231;cpd:C00279;4340025	cpd:C05345	type4
4339892	cpd:C00345;4339892	type2
cpd:C00345	cpd:C00345;4339892	type3
cpd:C00345;4339892	cpd:C00199	type4
4350528	cpd:C00345;4350528	type2
cpd:C00345	cpd:C00345;4350528	type3
cpd:C00345;4350528	cpd:C00199	type4
4339892	cpd:C00006;4339892	type2
cpd:C00006	cpd:C00006;4339892	type3
cpd:C00006;4339892	cpd:C00005	type4
4350528	cpd:C00006;4350528	type2
cpd:C00006	cpd:C00006;4350528	type3
cpd:C00006;4350528	cpd:C00005	type4
4333117	cpd:C01236;4333117	type2
cpd:C01236	cpd:C01236;4333117	type3
cpd:C01236;4333117	cpd:C00345	type4
4343843	cpd:C01236;4343843	type2
cpd:C01236	cpd:C01236;4343843	type3
cpd:C01236;4343843	cpd:C00345	type4
4346232	cpd:C01236;4346232	type2
cpd:C01236	cpd:C01236;4346232	type3
cpd:C01236;4346232	cpd:C00345	type4
4347654	cpd:C01236;4347654	type2
cpd:C01236	cpd:C01236;4347654	type3
cpd:C01236;4347654	cpd:C00345	type4
4333117	cpd:C00345;4333117	type2
cpd:C00345	cpd:C00345;4333117	type3
cpd:C00345;4333117	cpd:C01236	type4
4343843	cpd:C00345;4343843	type2
cpd:C00345	cpd:C00345;4343843	type3
cpd:C00345;4343843	cpd:C01236	type4
4346232	cpd:C00345;4346232	type2
cpd:C00345	cpd:C00345;4346232	type3
cpd:C00345;4346232	cpd:C01236	type4
4347654	cpd:C00345;4347654	type2
cpd:C00345	cpd:C00345;4347654	type3
cpd:C00345;4347654	cpd:C01236	type4
4329889	cpd:C01172;4329889	type2
cpd:C01172	cpd:C01172;4329889	type3
cpd:C01172;4329889	cpd:C01236	type4
4332659	cpd:C01172;4332659	type2
cpd:C01172	cpd:C01172;4332659	type3
cpd:C01172;4332659	cpd:C01236	type4
4333103	cpd:C01172;4333103	type2
cpd:C01172	cpd:C01172;4333103	type3
cpd:C01172;4333103	cpd:C01236	type4
4336209	cpd:C01172;4336209	type2
cpd:C01172	cpd:C01172;4336209	type3
cpd:C01172;4336209	cpd:C01236	type4
4342988	cpd:C01172;4342988	type2
cpd:C01172	cpd:C01172;4342988	type3
cpd:C01172;4342988	cpd:C01236	type4
4329889	cpd:C00006;4329889	type2
cpd:C00006	cpd:C00006;4329889	type3
cpd:C00006;4329889	cpd:C00005	type4
4332659	cpd:C00006;4332659	type2
cpd:C00006	cpd:C00006;4332659	type3
cpd:C00006;4332659	cpd:C00005	type4
4333103	cpd:C00006;4333103	type2
cpd:C00006	cpd:C00006;4333103	type3
cpd:C00006;4333103	cpd:C00005	type4
4336209	cpd:C00006;4336209	type2
cpd:C00006	cpd:C00006;4336209	type3
cpd:C00006;4336209	cpd:C00005	type4
4342988	cpd:C00006;4342988	type2
cpd:C00006	cpd:C00006;4342988	type3
cpd:C00006;4342988	cpd:C00005	type4
9266365	cpd:C00257;9266365	type2
cpd:C00257	cpd:C00257;9266365	type3
cpd:C00257;9266365	cpd:C00345	type4
9266365	cpd:C00345;9266365	type2
cpd:C00345	cpd:C00345;9266365	type3
cpd:C00345;9266365	cpd:C00257	type4
4327239	cpd:C00118;cpd:C05382;4327239	type2
cpd:C00118	cpd:C00118;cpd:C05382;4327239	type3
cpd:C05382	cpd:C00118;cpd:C05382;4327239	type3
cpd:C00118;cpd:C05382;4327239	cpd:C00279	type4
cpd:C00118;cpd:C05382;4327239	cpd:C05345	type4
4344683	cpd:C00118;cpd:C05382;4344683	type2
cpd:C00118	cpd:C00118;cpd:C05382;4344683	type3
cpd:C05382	cpd:C00118;cpd:C05382;4344683	type3
cpd:C00118;cpd:C05382;4344683	cpd:C00279	type4
cpd:C00118;cpd:C05382;4344683	cpd:C05345	type4
4327239	cpd:C05382;4327239	type2
cpd:C05382	cpd:C05382;4327239	type3
cpd:C05382;4327239	cpd:C00279	type4
4344683	cpd:C05382;4344683	type2
cpd:C05382	cpd:C05382;4344683	type3
cpd:C05382;4344683	cpd:C00279	type4
4327239	cpd:C00279;cpd:C05345;4327239	type2
cpd:C00279	cpd:C00279;cpd:C05345;4327239	type3
cpd:C05345	cpd:C00279;cpd:C05345;4327239	type3
cpd:C00279;cpd:C05345;4327239	cpd:C00118	type4
cpd:C00279;cpd:C05345;4327239	cpd:C05382	type4
4344683	cpd:C00279;cpd:C05345;4344683	type2
cpd:C00279	cpd:C00279;cpd:C05345;4344683	type3
cpd:C05345	cpd:C00279;cpd:C05345;4344683	type3
cpd:C00279;cpd:C05345;4344683	cpd:C00118	type4
cpd:C00279;cpd:C05345;4344683	cpd:C05382	type4
4327239	cpd:C00279;4327239	type2
cpd:C00279	cpd:C00279;4327239	type3
cpd:C00279;4327239	cpd:C05382	type4
4344683	cpd:C00279;4344683	type2
cpd:C00279	cpd:C00279;4344683	type3
cpd:C00279;4344683	cpd:C05382	type4
4333895	cpd:C00620;4333895	type2
cpd:C00620	cpd:C00620;4333895	type3
cpd:C00620;4333895	cpd:C00117	type4
4348230	cpd:C00620;4348230	type2
cpd:C00620	cpd:C00620;4348230	type3
cpd:C00620;4348230	cpd:C00117	type4
4333895	cpd:C00117;4333895	type2
cpd:C00117	cpd:C00117;4333895	type3
cpd:C00117;4333895	cpd:C00620	type4
4348230	cpd:C00117;4348230	type2
cpd:C00117	cpd:C00117;4348230	type3
cpd:C00117;4348230	cpd:C00620	type4
4339892	cpd:C00345;4339892	type2
cpd:C00345	cpd:C00345;4339892	type3
cpd:C00345;4339892	cpd:C00199	type4
4350528	cpd:C00345;4350528	type2
cpd:C00345	cpd:C00345;4350528	type3
cpd:C00345;4350528	cpd:C00199	type4
4339892	cpd:C00199;4339892	type2
cpd:C00199	cpd:C00199;4339892	type3
cpd:C00199;4339892	cpd:C00345	type4
4350528	cpd:C00199;4350528	type2
cpd:C00199	cpd:C00199;4350528	type3
cpd:C00199;4350528	cpd:C00345	type4
4329889	cpd:C01172;4329889	type2
cpd:C01172	cpd:C01172;4329889	type3
cpd:C01172;4329889	cpd:C01236	type4
4332659	cpd:C01172;4332659	type2
cpd:C01172	cpd:C01172;4332659	type3
cpd:C01172;4332659	cpd:C01236	type4
4333103	cpd:C01172;4333103	type2
cpd:C01172	cpd:C01172;4333103	type3
cpd:C01172;4333103	cpd:C01236	type4
4336209	cpd:C01172;4336209	type2
cpd:C01172	cpd:C01172;4336209	type3
cpd:C01172;4336209	cpd:C01236	type4
4342988	cpd:C01172;4342988	type2
cpd:C01172	cpd:C01172;4342988	type3
cpd:C01172;4342988	cpd:C01236	type4
4329889	cpd:C01236;4329889	type2
cpd:C01236	cpd:C01236;4329889	type3
cpd:C01236;4329889	cpd:C01172	type4
4332659	cpd:C01236;4332659	type2
cpd:C01236	cpd:C01236;4332659	type3
cpd:C01236;4332659	cpd:C01172	type4
4333103	cpd:C01236;4333103	type2
cpd:C01236	cpd:C01236;4333103	type3
cpd:C01236;4333103	cpd:C01172	type4
4336209	cpd:C01236;4336209	type2
cpd:C01236	cpd:C01236;4336209	type3
cpd:C01236;4336209	cpd:C01172	type4
4342988	cpd:C01236;4342988	type2
cpd:C01236	cpd:C01236;4342988	type3
cpd:C01236;4342988	cpd:C01172	type4
107275419	cpd:C00470;107275419	type2
cpd:C00470	cpd:C00470;107275419	type3
cpd:C00470;107275419	cpd:C00333	type4
107276148	cpd:C00470;107276148	type2
cpd:C00470	cpd:C00470;107276148	type3
cpd:C00470;107276148	cpd:C00333	type4
107278493	cpd:C00470;107278493	type2
cpd:C00470	cpd:C00470;107278493	type3
cpd:C00470;107278493	cpd:C00333	type4
4326679	cpd:C00470;4326679	type2
cpd:C00470	cpd:C00470;4326679	type3
cpd:C00470;4326679	cpd:C00333	type4
4332070	cpd:C00470;4332070	type2
cpd:C00470	cpd:C00470;4332070	type3
cpd:C00470;4332070	cpd:C00333	type4
4334514	cpd:C00470;4334514	type2
cpd:C00470	cpd:C00470;4334514	type3
cpd:C00470;4334514	cpd:C00333	type4
4350206	cpd:C00470;4350206	type2
cpd:C00470	cpd:C00470;4350206	type3
cpd:C00470;4350206	cpd:C00333	type4
4350207	cpd:C00470;4350207	type2
cpd:C00470	cpd:C00470;4350207	type3
cpd:C00470;4350207	cpd:C00333	type4
4323970	cpd:C00470;4323970	type2
cpd:C00470	cpd:C00470;4323970	type3
cpd:C00470;4323970	cpd:C00333	type4
4328617	cpd:C00470;4328617	type2
cpd:C00470	cpd:C00470;4328617	type3
cpd:C00470;4328617	cpd:C00333	type4
4341242	cpd:C00470;4341242	type2
cpd:C00470	cpd:C00470;4341242	type3
cpd:C00470;4341242	cpd:C00333	type4
4341243	cpd:C00470;4341243	type2
cpd:C00470	cpd:C00470;4341243	type3
cpd:C00470;4341243	cpd:C00333	type4
4341514	cpd:C00470;4341514	type2
cpd:C00470	cpd:C00470;4341514	type3
cpd:C00470;4341514	cpd:C00333	type4
4341515	cpd:C00470;4341515	type2
cpd:C00470	cpd:C00470;4341515	type3
cpd:C00470;4341515	cpd:C00333	type4
4345285	cpd:C00470;4345285	type2
cpd:C00470	cpd:C00470;4345285	type3
cpd:C00470;4345285	cpd:C00333	type4
107275419	cpd:C00333;107275419	type2
cpd:C00333	cpd:C00333;107275419	type3
cpd:C00333;107275419	cpd:C00470	type4
107276148	cpd:C00333;107276148	type2
cpd:C00333	cpd:C00333;107276148	type3
cpd:C00333;107276148	cpd:C00470	type4
107278493	cpd:C00333;107278493	type2
cpd:C00333	cpd:C00333;107278493	type3
cpd:C00333;107278493	cpd:C00470	type4
4326679	cpd:C00333;4326679	type2
cpd:C00333	cpd:C00333;4326679	type3
cpd:C00333;4326679	cpd:C00470	type4
4332070	cpd:C00333;4332070	type2
cpd:C00333	cpd:C00333;4332070	type3
cpd:C00333;4332070	cpd:C00470	type4
4334514	cpd:C00333;4334514	type2
cpd:C00333	cpd:C00333;4334514	type3
cpd:C00333;4334514	cpd:C00470	type4
4350206	cpd:C00333;4350206	type2
cpd:C00333	cpd:C00333;4350206	type3
cpd:C00333;4350206	cpd:C00470	type4
4350207	cpd:C00333;4350207	type2
cpd:C00333	cpd:C00333;4350207	type3
cpd:C00333;4350207	cpd:C00470	type4
4323970	cpd:C00333;4323970	type2
cpd:C00333	cpd:C00333;4323970	type3
cpd:C00333;4323970	cpd:C00470	type4
4328617	cpd:C00333;4328617	type2
cpd:C00333	cpd:C00333;4328617	type3
cpd:C00333;4328617	cpd:C00470	type4
4341242	cpd:C00333;4341242	type2
cpd:C00333	cpd:C00333;4341242	type3
cpd:C00333;4341242	cpd:C00470	type4
4341243	cpd:C00333;4341243	type2
cpd:C00333	cpd:C00333;4341243	type3
cpd:C00333;4341243	cpd:C00470	type4
4341514	cpd:C00333;4341514	type2
cpd:C00333	cpd:C00333;4341514	type3
cpd:C00333;4341514	cpd:C00470	type4
4341515	cpd:C00333;4341515	type2
cpd:C00333	cpd:C00333;4341515	type3
cpd:C00333;4341515	cpd:C00470	type4
4345285	cpd:C00333;4345285	type2
cpd:C00333	cpd:C00333;4345285	type3
cpd:C00333;4345285	cpd:C00470	type4
NA	cpd:C00309;NA	type2
cpd:C00309	cpd:C00309;NA	type3
cpd:C00309;NA	cpd:C00199	type4
4328488	cpd:C00309;4328488	type2
cpd:C00309	cpd:C00309;4328488	type3
cpd:C00309;4328488	cpd:C00199	type4
9267504	cpd:C00309;9267504	type2
cpd:C00309	cpd:C00309;9267504	type3
cpd:C00309;9267504	cpd:C00199	type4
NA	cpd:C00199;NA	type2
cpd:C00199	cpd:C00199;NA	type3
cpd:C00199;NA	cpd:C00309	type4
4328488	cpd:C00199;4328488	type2
cpd:C00199	cpd:C00199;4328488	type3
cpd:C00199;4328488	cpd:C00309	type4
9267504	cpd:C00199;9267504	type2
cpd:C00199	cpd:C00199;9267504	type3
cpd:C00199;9267504	cpd:C00309	type4
4344059	cpd:C00310;4344059	type2
cpd:C00310	cpd:C00310;4344059	type3
cpd:C00310;4344059	cpd:C00231	type4
4352874	cpd:C00310;4352874	type2
cpd:C00310	cpd:C00310;4352874	type3
cpd:C00310;4352874	cpd:C00231	type4
4344059	cpd:C00231;4344059	type2
cpd:C00231	cpd:C00231;4344059	type3
cpd:C00231;4344059	cpd:C00310	type4
4352874	cpd:C00231;4352874	type2
cpd:C00231	cpd:C00231;4352874	type3
cpd:C00231;4352874	cpd:C00310	type4
4344231	cpd:C00181;4344231	type2
cpd:C00181	cpd:C00181;4344231	type3
cpd:C00181;4344231	cpd:C00310	type4
4344231	cpd:C00310;4344231	type2
cpd:C00310	cpd:C00310;4344231	type3
cpd:C00310;4344231	cpd:C00181	type4
4326201	cpd:C00103;4326201	type2
cpd:C00103	cpd:C00103;4326201	type3
cpd:C00103;4326201	cpd:C00029	type4
4328091	cpd:C00103;4328091	type2
cpd:C00103	cpd:C00103;4328091	type3
cpd:C00103;4328091	cpd:C00029	type4
4339063	cpd:C00103;4339063	type2
cpd:C00103	cpd:C00103;4339063	type3
cpd:C00103;4339063	cpd:C00029	type4
4347800	cpd:C00103;4347800	type2
cpd:C00103	cpd:C00103;4347800	type3
cpd:C00103;4347800	cpd:C00029	type4
4341967	cpd:C00103;4341967	type2
cpd:C00103	cpd:C00103;4341967	type3
cpd:C00103;4341967	cpd:C00029	type4
4326201	cpd:C00029;4326201	type2
cpd:C00029	cpd:C00029;4326201	type3
cpd:C00029;4326201	cpd:C00103	type4
4328091	cpd:C00029;4328091	type2
cpd:C00029	cpd:C00029;4328091	type3
cpd:C00029;4328091	cpd:C00103	type4
4339063	cpd:C00029;4339063	type2
cpd:C00029	cpd:C00029;4339063	type3
cpd:C00029;4339063	cpd:C00103	type4
4347800	cpd:C00029;4347800	type2
cpd:C00029	cpd:C00029;4347800	type3
cpd:C00029;4347800	cpd:C00103	type4
4341967	cpd:C00029;4341967	type2
cpd:C00029	cpd:C00029;4341967	type3
cpd:C00029;4341967	cpd:C00103	type4
4333156	cpd:C00029;4333156	type2
cpd:C00029	cpd:C00029;4333156	type3
cpd:C00029;4333156	cpd:C00167	type4
4333410	cpd:C00029;4333410	type2
cpd:C00029	cpd:C00029;4333410	type3
cpd:C00029;4333410	cpd:C00167	type4
4334169	cpd:C00029;4334169	type2
cpd:C00029	cpd:C00029;4334169	type3
cpd:C00029;4334169	cpd:C00167	type4
4352146	cpd:C00029;4352146	type2
cpd:C00029	cpd:C00029;4352146	type3
cpd:C00029;4352146	cpd:C00167	type4
4352147	cpd:C00029;4352147	type2
cpd:C00029	cpd:C00029;4352147	type3
cpd:C00029;4352147	cpd:C00167	type4
4333156	cpd:C00167;4333156	type2
cpd:C00167	cpd:C00167;4333156	type3
cpd:C00167;4333156	cpd:C00029	type4
4333410	cpd:C00167;4333410	type2
cpd:C00167	cpd:C00167;4333410	type3
cpd:C00167;4333410	cpd:C00029	type4
4334169	cpd:C00167;4334169	type2
cpd:C00167	cpd:C00167;4334169	type3
cpd:C00167;4334169	cpd:C00029	type4
4352146	cpd:C00167;4352146	type2
cpd:C00167	cpd:C00167;4352146	type3
cpd:C00167;4352146	cpd:C00029	type4
4352147	cpd:C00167;4352147	type2
cpd:C00167	cpd:C00167;4352147	type3
cpd:C00167;4352147	cpd:C00029	type4
4350084	cpd:C00191;4350084	type2
cpd:C00191	cpd:C00191;4350084	type3
cpd:C00191;4350084	cpd:C05385	type4
4350084	cpd:C05385;4350084	type2
cpd:C05385	cpd:C05385;4350084	type3
cpd:C05385;4350084	cpd:C00191	type4
4341967	cpd:C05385;4341967	type2
cpd:C05385	cpd:C05385;4341967	type3
cpd:C05385;4341967	cpd:C00167	type4
4341967	cpd:C00167;4341967	type2
cpd:C00167	cpd:C00167;4341967	type3
cpd:C00167;4341967	cpd:C05385	type4
4323970	cpd:C02273;4323970	type2
cpd:C02273	cpd:C02273;4323970	type3
cpd:C02273;4323970	cpd:C00333	type4
4328617	cpd:C02273;4328617	type2
cpd:C02273	cpd:C02273;4328617	type3
cpd:C02273;4328617	cpd:C00333	type4
4341242	cpd:C02273;4341242	type2
cpd:C02273	cpd:C02273;4341242	type3
cpd:C02273;4341242	cpd:C00333	type4
4341243	cpd:C02273;4341243	type2
cpd:C02273	cpd:C02273;4341243	type3
cpd:C02273;4341243	cpd:C00333	type4
4341514	cpd:C02273;4341514	type2
cpd:C02273	cpd:C02273;4341514	type3
cpd:C02273;4341514	cpd:C00333	type4
4341515	cpd:C02273;4341515	type2
cpd:C02273	cpd:C02273;4341515	type3
cpd:C02273;4341515	cpd:C00333	type4
4345285	cpd:C02273;4345285	type2
cpd:C02273	cpd:C02273;4345285	type3
cpd:C02273;4345285	cpd:C00333	type4
4323970	cpd:C00333;4323970	type2
cpd:C00333	cpd:C00333;4323970	type3
cpd:C00333;4323970	cpd:C02273	type4
4328617	cpd:C00333;4328617	type2
cpd:C00333	cpd:C00333;4328617	type3
cpd:C00333;4328617	cpd:C02273	type4
4341242	cpd:C00333;4341242	type2
cpd:C00333	cpd:C00333;4341242	type3
cpd:C00333;4341242	cpd:C02273	type4
4341243	cpd:C00333;4341243	type2
cpd:C00333	cpd:C00333;4341243	type3
cpd:C00333;4341243	cpd:C02273	type4
4341514	cpd:C00333;4341514	type2
cpd:C00333	cpd:C00333;4341514	type3
cpd:C00333;4341514	cpd:C02273	type4
4341515	cpd:C00333;4341515	type2
cpd:C00333	cpd:C00333;4341515	type3
cpd:C00333;4341515	cpd:C02273	type4
4345285	cpd:C00333;4345285	type2
cpd:C00333	cpd:C00333;4345285	type3
cpd:C00333;4345285	cpd:C02273	type4
107275419	cpd:C00470;107275419	type2
cpd:C00470	cpd:C00470;107275419	type3
cpd:C00470;107275419	cpd:C02273	type4
107276148	cpd:C00470;107276148	type2
cpd:C00470	cpd:C00470;107276148	type3
cpd:C00470;107276148	cpd:C02273	type4
107278493	cpd:C00470;107278493	type2
cpd:C00470	cpd:C00470;107278493	type3
cpd:C00470;107278493	cpd:C02273	type4
4326679	cpd:C00470;4326679	type2
cpd:C00470	cpd:C00470;4326679	type3
cpd:C00470;4326679	cpd:C02273	type4
4332070	cpd:C00470;4332070	type2
cpd:C00470	cpd:C00470;4332070	type3
cpd:C00470;4332070	cpd:C02273	type4
4334514	cpd:C00470;4334514	type2
cpd:C00470	cpd:C00470;4334514	type3
cpd:C00470;4334514	cpd:C02273	type4
4350206	cpd:C00470;4350206	type2
cpd:C00470	cpd:C00470;4350206	type3
cpd:C00470;4350206	cpd:C02273	type4
4350207	cpd:C00470;4350207	type2
cpd:C00470	cpd:C00470;4350207	type3
cpd:C00470;4350207	cpd:C02273	type4
107275419	cpd:C02273;107275419	type2
cpd:C02273	cpd:C02273;107275419	type3
cpd:C02273;107275419	cpd:C00470	type4
107276148	cpd:C02273;107276148	type2
cpd:C02273	cpd:C02273;107276148	type3
cpd:C02273;107276148	cpd:C00470	type4
107278493	cpd:C02273;107278493	type2
cpd:C02273	cpd:C02273;107278493	type3
cpd:C02273;107278493	cpd:C00470	type4
4326679	cpd:C02273;4326679	type2
cpd:C02273	cpd:C02273;4326679	type3
cpd:C02273;4326679	cpd:C00470	type4
4332070	cpd:C02273;4332070	type2
cpd:C02273	cpd:C02273;4332070	type3
cpd:C02273;4332070	cpd:C00470	type4
4334514	cpd:C02273;4334514	type2
cpd:C02273	cpd:C02273;4334514	type3
cpd:C02273;4334514	cpd:C00470	type4
4350206	cpd:C02273;4350206	type2
cpd:C02273	cpd:C02273;4350206	type3
cpd:C02273;4350206	cpd:C00470	type4
4350207	cpd:C02273;4350207	type2
cpd:C02273	cpd:C02273;4350207	type3
cpd:C02273;4350207	cpd:C00470	type4
107276651	cpd:C00714;107276651	type2
cpd:C00714	cpd:C00714;107276651	type3
cpd:C00714;107276651	cpd:C00470	type4
107276962	cpd:C00714;107276962	type2
cpd:C00714	cpd:C00714;107276962	type3
cpd:C00714;107276962	cpd:C00470	type4
4325861	cpd:C00714;4325861	type2
cpd:C00714	cpd:C00714;4325861	type3
cpd:C00714;4325861	cpd:C00470	type4
4326549	cpd:C00714;4326549	type2
cpd:C00714	cpd:C00714;4326549	type3
cpd:C00714;4326549	cpd:C00470	type4
4326603	cpd:C00714;4326603	type2
cpd:C00714	cpd:C00714;4326603	type3
cpd:C00714;4326603	cpd:C00470	type4
4327282	cpd:C00714;4327282	type2
cpd:C00714	cpd:C00714;4327282	type3
cpd:C00714;4327282	cpd:C00470	type4
4327285	cpd:C00714;4327285	type2
cpd:C00714	cpd:C00714;4327285	type3
cpd:C00714;4327285	cpd:C00470	type4
4327711	cpd:C00714;4327711	type2
cpd:C00714	cpd:C00714;4327711	type3
cpd:C00714;4327711	cpd:C00470	type4
