start	end	type
cpd:C01530;AT3G25110	cpd:C04088	type4
AT4G13050	cpd:C01530;AT4G13050	type2
cpd:C01530	cpd:C01530;AT4G13050	type3
cpd:C01530;AT4G13050	cpd:C04088	type4
AT1G08510	cpd:C01203;AT1G08510	type2
cpd:C01203	cpd:C01203;AT1G08510	type3
cpd:C01203;AT1G08510	cpd:C00712	type4
AT3G25110	cpd:C01203;AT3G25110	type2
cpd:C01203	cpd:C01203;AT3G25110	type3
cpd:C01203;AT3G25110	cpd:C00712	type4
AT4G13050	cpd:C01203;AT4G13050	type2
cpd:C01203	cpd:C01203;AT4G13050	type3
cpd:C01203;AT4G13050	cpd:C00712	type4
AT1G08510	cpd:C05761;AT1G08510	type2
cpd:C05761	cpd:C05761;AT1G08510	type3
cpd:C05761;AT1G08510	cpd:C06424	type4
AT3G25110	cpd:C05761;AT3G25110	type2
cpd:C05761	cpd:C05761;AT3G25110	type3
cpd:C05761;AT3G25110	cpd:C06424	type4
AT4G13050	cpd:C05761;AT4G13050	type2
cpd:C05761	cpd:C05761;AT4G13050	type3
cpd:C05761;AT4G13050	cpd:C06424	type4
AT1G08510	cpd:C06424;AT1G08510	type2
cpd:C06424	cpd:C06424;AT1G08510	type3
cpd:C06424;AT1G08510	cpd:C05761	type4
AT3G25110	cpd:C06424;AT3G25110	type2
cpd:C06424	cpd:C06424;AT3G25110	type3
cpd:C06424;AT3G25110	cpd:C05761	type4
AT4G13050	cpd:C06424;AT4G13050	type2
cpd:C06424	cpd:C06424;AT4G13050	type3
cpd:C06424;AT4G13050	cpd:C05761	type4
NA	cpd:C01209;cpd:C05761;NA	type2
cpd:C01209	cpd:C01209;cpd:C05761;NA	type3
cpd:C05761	cpd:C01209;cpd:C05761;NA	type3
cpd:C01209;cpd:C05761;NA	cpd:C05762	type4
AT1G74960	cpd:C01209;cpd:C05761;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05761;AT1G74960	type3
cpd:C05761	cpd:C01209;cpd:C05761;AT1G74960	type3
cpd:C01209;cpd:C05761;AT1G74960	cpd:C05762	type4
AT2G04540	cpd:C01209;cpd:C05761;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05761;AT2G04540	type3
cpd:C05761	cpd:C01209;cpd:C05761;AT2G04540	type3
cpd:C01209;cpd:C05761;AT2G04540	cpd:C05762	type4
AT5G46290	cpd:C01209;cpd:C05761;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05761;AT5G46290	type3
cpd:C05761	cpd:C01209;cpd:C05761;AT5G46290	type3
cpd:C01209;cpd:C05761;AT5G46290	cpd:C05762	type4
NA	cpd:C05761;NA	type2
cpd:C05761	cpd:C05761;NA	type3
cpd:C05761;NA	cpd:C05762	type4
AT1G74960	cpd:C05761;AT1G74960	type2
cpd:C05761	cpd:C05761;AT1G74960	type3
cpd:C05761;AT1G74960	cpd:C05762	type4
AT2G04540	cpd:C05761;AT2G04540	type2
cpd:C05761	cpd:C05761;AT2G04540	type3
cpd:C05761;AT2G04540	cpd:C05762	type4
AT5G46290	cpd:C05761;AT5G46290	type2
cpd:C05761	cpd:C05761;AT5G46290	type3
cpd:C05761;AT5G46290	cpd:C05762	type4
NA	cpd:C05762;NA	type2
cpd:C05762	cpd:C05762;NA	type3
cpd:C05762;NA	cpd:C01209	type4
cpd:C05762;NA	cpd:C05761	type4
AT1G74960	cpd:C05762;AT1G74960	type2
cpd:C05762	cpd:C05762;AT1G74960	type3
cpd:C05762;AT1G74960	cpd:C01209	type4
cpd:C05762;AT1G74960	cpd:C05761	type4
AT2G04540	cpd:C05762;AT2G04540	type2
cpd:C05762	cpd:C05762;AT2G04540	type3
cpd:C05762;AT2G04540	cpd:C01209	type4
cpd:C05762;AT2G04540	cpd:C05761	type4
AT5G46290	cpd:C05762;AT5G46290	type2
cpd:C05762	cpd:C05762;AT5G46290	type3
cpd:C05762;AT5G46290	cpd:C01209	type4
cpd:C05762;AT5G46290	cpd:C05761	type4
NA	cpd:C01209;cpd:C05223;NA	type2
cpd:C01209	cpd:C01209;cpd:C05223;NA	type3
cpd:C05223	cpd:C01209;cpd:C05223;NA	type3
cpd:C01209;cpd:C05223;NA	cpd:C05759	type4
AT1G74960	cpd:C01209;cpd:C05223;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05223;AT1G74960	type3
cpd:C05223	cpd:C01209;cpd:C05223;AT1G74960	type3
cpd:C01209;cpd:C05223;AT1G74960	cpd:C05759	type4
AT2G04540	cpd:C01209;cpd:C05223;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05223;AT2G04540	type3
cpd:C05223	cpd:C01209;cpd:C05223;AT2G04540	type3
cpd:C01209;cpd:C05223;AT2G04540	cpd:C05759	type4
AT5G46290	cpd:C01209;cpd:C05223;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05223;AT5G46290	type3
cpd:C05223	cpd:C01209;cpd:C05223;AT5G46290	type3
cpd:C01209;cpd:C05223;AT5G46290	cpd:C05759	type4
NA	cpd:C05223;NA	type2
cpd:C05223	cpd:C05223;NA	type3
cpd:C05223;NA	cpd:C05759	type4
AT1G74960	cpd:C05223;AT1G74960	type2
cpd:C05223	cpd:C05223;AT1G74960	type3
cpd:C05223;AT1G74960	cpd:C05759	type4
AT2G04540	cpd:C05223;AT2G04540	type2
cpd:C05223	cpd:C05223;AT2G04540	type3
cpd:C05223;AT2G04540	cpd:C05759	type4
AT5G46290	cpd:C05223;AT5G46290	type2
cpd:C05223	cpd:C05223;AT5G46290	type3
cpd:C05223;AT5G46290	cpd:C05759	type4
NA	cpd:C05759;NA	type2
cpd:C05759	cpd:C05759;NA	type3
cpd:C05759;NA	cpd:C01209	type4
cpd:C05759;NA	cpd:C05223	type4
AT1G74960	cpd:C05759;AT1G74960	type2
cpd:C05759	cpd:C05759;AT1G74960	type3
cpd:C05759;AT1G74960	cpd:C01209	type4
cpd:C05759;AT1G74960	cpd:C05223	type4
AT2G04540	cpd:C05759;AT2G04540	type2
cpd:C05759	cpd:C05759;AT2G04540	type3
cpd:C05759;AT2G04540	cpd:C01209	type4
cpd:C05759;AT2G04540	cpd:C05223	type4
AT5G46290	cpd:C05759;AT5G46290	type2
cpd:C05759	cpd:C05759;AT5G46290	type3
cpd:C05759;AT5G46290	cpd:C01209	type4
cpd:C05759;AT5G46290	cpd:C05223	type4
NA	cpd:C01209;cpd:C05755;NA	type2
cpd:C01209	cpd:C01209;cpd:C05755;NA	type3
cpd:C05755	cpd:C01209;cpd:C05755;NA	type3
cpd:C01209;cpd:C05755;NA	cpd:C05756	type4
AT1G74960	cpd:C01209;cpd:C05755;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05755;AT1G74960	type3
cpd:C05755	cpd:C01209;cpd:C05755;AT1G74960	type3
cpd:C01209;cpd:C05755;AT1G74960	cpd:C05756	type4
AT2G04540	cpd:C01209;cpd:C05755;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05755;AT2G04540	type3
cpd:C05755	cpd:C01209;cpd:C05755;AT2G04540	type3
cpd:C01209;cpd:C05755;AT2G04540	cpd:C05756	type4
AT5G46290	cpd:C01209;cpd:C05755;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05755;AT5G46290	type3
cpd:C05755	cpd:C01209;cpd:C05755;AT5G46290	type3
cpd:C01209;cpd:C05755;AT5G46290	cpd:C05756	type4
NA	cpd:C05755;NA	type2
cpd:C05755	cpd:C05755;NA	type3
cpd:C05755;NA	cpd:C05756	type4
AT1G74960	cpd:C05755;AT1G74960	type2
cpd:C05755	cpd:C05755;AT1G74960	type3
cpd:C05755;AT1G74960	cpd:C05756	type4
AT2G04540	cpd:C05755;AT2G04540	type2
cpd:C05755	cpd:C05755;AT2G04540	type3
cpd:C05755;AT2G04540	cpd:C05756	type4
AT5G46290	cpd:C05755;AT5G46290	type2
cpd:C05755	cpd:C05755;AT5G46290	type3
cpd:C05755;AT5G46290	cpd:C05756	type4
NA	cpd:C05756;NA	type2
cpd:C05756	cpd:C05756;NA	type3
cpd:C05756;NA	cpd:C01209	type4
cpd:C05756;NA	cpd:C05755	type4
AT1G74960	cpd:C05756;AT1G74960	type2
cpd:C05756	cpd:C05756;AT1G74960	type3
cpd:C05756;AT1G74960	cpd:C01209	type4
cpd:C05756;AT1G74960	cpd:C05755	type4
AT2G04540	cpd:C05756;AT2G04540	type2
cpd:C05756	cpd:C05756;AT2G04540	type3
cpd:C05756;AT2G04540	cpd:C01209	type4
cpd:C05756;AT2G04540	cpd:C05755	type4
AT5G46290	cpd:C05756;AT5G46290	type2
cpd:C05756	cpd:C05756;AT5G46290	type3
cpd:C05756;AT5G46290	cpd:C01209	type4
cpd:C05756;AT5G46290	cpd:C05755	type4
NA	cpd:C01209;cpd:C05752;NA	type2
cpd:C01209	cpd:C01209;cpd:C05752;NA	type3
cpd:C05752	cpd:C01209;cpd:C05752;NA	type3
cpd:C01209;cpd:C05752;NA	cpd:C05753	type4
AT1G74960	cpd:C01209;cpd:C05752;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05752;AT1G74960	type3
cpd:C05752	cpd:C01209;cpd:C05752;AT1G74960	type3
cpd:C01209;cpd:C05752;AT1G74960	cpd:C05753	type4
AT2G04540	cpd:C01209;cpd:C05752;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05752;AT2G04540	type3
cpd:C05752	cpd:C01209;cpd:C05752;AT2G04540	type3
cpd:C01209;cpd:C05752;AT2G04540	cpd:C05753	type4
AT5G46290	cpd:C01209;cpd:C05752;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05752;AT5G46290	type3
cpd:C05752	cpd:C01209;cpd:C05752;AT5G46290	type3
cpd:C01209;cpd:C05752;AT5G46290	cpd:C05753	type4
NA	cpd:C05752;NA	type2
cpd:C05752	cpd:C05752;NA	type3
cpd:C05752;NA	cpd:C05753	type4
AT1G74960	cpd:C05752;AT1G74960	type2
cpd:C05752	cpd:C05752;AT1G74960	type3
cpd:C05752;AT1G74960	cpd:C05753	type4
AT2G04540	cpd:C05752;AT2G04540	type2
cpd:C05752	cpd:C05752;AT2G04540	type3
cpd:C05752;AT2G04540	cpd:C05753	type4
AT5G46290	cpd:C05752;AT5G46290	type2
cpd:C05752	cpd:C05752;AT5G46290	type3
cpd:C05752;AT5G46290	cpd:C05753	type4
NA	cpd:C05753;NA	type2
cpd:C05753	cpd:C05753;NA	type3
cpd:C05753;NA	cpd:C01209	type4
cpd:C05753;NA	cpd:C05752	type4
AT1G74960	cpd:C05753;AT1G74960	type2
cpd:C05753	cpd:C05753;AT1G74960	type3
cpd:C05753;AT1G74960	cpd:C01209	type4
cpd:C05753;AT1G74960	cpd:C05752	type4
AT2G04540	cpd:C05753;AT2G04540	type2
cpd:C05753	cpd:C05753;AT2G04540	type3
cpd:C05753;AT2G04540	cpd:C01209	type4
cpd:C05753;AT2G04540	cpd:C05752	type4
AT5G46290	cpd:C05753;AT5G46290	type2
cpd:C05753	cpd:C05753;AT5G46290	type3
cpd:C05753;AT5G46290	cpd:C01209	type4
cpd:C05753;AT5G46290	cpd:C05752	type4
NA	cpd:C01209;cpd:C05749;NA	type2
cpd:C01209	cpd:C01209;cpd:C05749;NA	type3
cpd:C05749	cpd:C01209;cpd:C05749;NA	type3
cpd:C01209;cpd:C05749;NA	cpd:C05750	type4
AT1G74960	cpd:C01209;cpd:C05749;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05749;AT1G74960	type3
cpd:C05749	cpd:C01209;cpd:C05749;AT1G74960	type3
cpd:C01209;cpd:C05749;AT1G74960	cpd:C05750	type4
AT2G04540	cpd:C01209;cpd:C05749;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05749;AT2G04540	type3
cpd:C05749	cpd:C01209;cpd:C05749;AT2G04540	type3
cpd:C01209;cpd:C05749;AT2G04540	cpd:C05750	type4
AT5G46290	cpd:C01209;cpd:C05749;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05749;AT5G46290	type3
cpd:C05749	cpd:C01209;cpd:C05749;AT5G46290	type3
cpd:C01209;cpd:C05749;AT5G46290	cpd:C05750	type4
NA	cpd:C05749;NA	type2
cpd:C05749	cpd:C05749;NA	type3
cpd:C05749;NA	cpd:C05750	type4
AT1G74960	cpd:C05749;AT1G74960	type2
cpd:C05749	cpd:C05749;AT1G74960	type3
cpd:C05749;AT1G74960	cpd:C05750	type4
AT2G04540	cpd:C05749;AT2G04540	type2
cpd:C05749	cpd:C05749;AT2G04540	type3
cpd:C05749;AT2G04540	cpd:C05750	type4
AT5G46290	cpd:C05749;AT5G46290	type2
cpd:C05749	cpd:C05749;AT5G46290	type3
cpd:C05749;AT5G46290	cpd:C05750	type4
NA	cpd:C05750;NA	type2
cpd:C05750	cpd:C05750;NA	type3
cpd:C05750;NA	cpd:C01209	type4
cpd:C05750;NA	cpd:C05749	type4
AT1G74960	cpd:C05750;AT1G74960	type2
cpd:C05750	cpd:C05750;AT1G74960	type3
cpd:C05750;AT1G74960	cpd:C01209	type4
cpd:C05750;AT1G74960	cpd:C05749	type4
AT2G04540	cpd:C05750;AT2G04540	type2
cpd:C05750	cpd:C05750;AT2G04540	type3
cpd:C05750;AT2G04540	cpd:C01209	type4
cpd:C05750;AT2G04540	cpd:C05749	type4
AT5G46290	cpd:C05750;AT5G46290	type2
cpd:C05750	cpd:C05750;AT5G46290	type3
cpd:C05750;AT5G46290	cpd:C01209	type4
cpd:C05750;AT5G46290	cpd:C05749	type4
NA	cpd:C01209;cpd:C05745;NA	type2
cpd:C01209	cpd:C01209;cpd:C05745;NA	type3
cpd:C05745	cpd:C01209;cpd:C05745;NA	type3
cpd:C01209;cpd:C05745;NA	cpd:C05746	type4
AT1G74960	cpd:C01209;cpd:C05745;AT1G74960	type2
cpd:C01209	cpd:C01209;cpd:C05745;AT1G74960	type3
cpd:C05745	cpd:C01209;cpd:C05745;AT1G74960	type3
cpd:C01209;cpd:C05745;AT1G74960	cpd:C05746	type4
AT2G04540	cpd:C01209;cpd:C05745;AT2G04540	type2
cpd:C01209	cpd:C01209;cpd:C05745;AT2G04540	type3
cpd:C05745	cpd:C01209;cpd:C05745;AT2G04540	type3
cpd:C01209;cpd:C05745;AT2G04540	cpd:C05746	type4
AT5G46290	cpd:C01209;cpd:C05745;AT5G46290	type2
cpd:C01209	cpd:C01209;cpd:C05745;AT5G46290	type3
cpd:C05745	cpd:C01209;cpd:C05745;AT5G46290	type3
cpd:C01209;cpd:C05745;AT5G46290	cpd:C05746	type4
NA	cpd:C05745;NA	type2
cpd:C05745	cpd:C05745;NA	type3
cpd:C05745;NA	cpd:C05746	type4
AT1G74960	cpd:C05745;AT1G74960	type2
cpd:C05745	cpd:C05745;AT1G74960	type3
cpd:C05745;AT1G74960	cpd:C05746	type4
AT2G04540	cpd:C05745;AT2G04540	type2
cpd:C05745	cpd:C05745;AT2G04540	type3
cpd:C05745;AT2G04540	cpd:C05746	type4
AT5G46290	cpd:C05745;AT5G46290	type2
cpd:C05745	cpd:C05745;AT5G46290	type3
cpd:C05745;AT5G46290	cpd:C05746	type4
NA	cpd:C05746;NA	type2
cpd:C05746	cpd:C05746;NA	type3
cpd:C05746;NA	cpd:C01209	type4
cpd:C05746;NA	cpd:C05745	type4
AT1G74960	cpd:C05746;AT1G74960	type2
cpd:C05746	cpd:C05746;AT1G74960	type3
cpd:C05746;AT1G74960	cpd:C01209	type4
cpd:C05746;AT1G74960	cpd:C05745	type4
AT2G04540	cpd:C05746;AT2G04540	type2
cpd:C05746	cpd:C05746;AT2G04540	type3
cpd:C05746;AT2G04540	cpd:C01209	type4
cpd:C05746;AT2G04540	cpd:C05745	type4
AT5G46290	cpd:C05746;AT5G46290	type2
cpd:C05746	cpd:C05746;AT5G46290	type3
cpd:C05746;AT5G46290	cpd:C01209	type4
cpd:C05746;AT5G46290	cpd:C05745	type4
NA	cpd:C05764;NA	type2
cpd:C05764	cpd:C05764;NA	type3
cpd:C05764;NA	cpd:C00249	type4
AT1G08510	cpd:C05764;AT1G08510	type2
cpd:C05764	cpd:C05764;AT1G08510	type3
cpd:C05764;AT1G08510	cpd:C00249	type4
AT3G25110	cpd:C05764;AT3G25110	type2
cpd:C05764	cpd:C05764;AT3G25110	type3
cpd:C05764;AT3G25110	cpd:C00249	type4
AT4G13050	cpd:C05764;AT4G13050	type2
cpd:C05764	cpd:C05764;AT4G13050	type3
cpd:C05764;AT4G13050	cpd:C00249	type4
NA	cpd:C00249;NA	type2
cpd:C00249	cpd:C00249;NA	type3
cpd:C00249;NA	cpd:C05764	type4
AT1G08510	cpd:C00249;AT1G08510	type2
cpd:C00249	cpd:C00249;AT1G08510	type3
cpd:C00249;AT1G08510	cpd:C05764	type4
AT3G25110	cpd:C00249;AT3G25110	type2
cpd:C00249	cpd:C00249;AT3G25110	type3
cpd:C00249;AT3G25110	cpd:C05764	type4
AT4G13050	cpd:C00249;AT4G13050	type2
cpd:C00249	cpd:C00249;AT4G13050	type3
cpd:C00249;AT4G13050	cpd:C05764	type4
AT2G05990	cpd:C05763;AT2G05990	type2
cpd:C05763	cpd:C05763;AT2G05990	type3
cpd:C05763;AT2G05990	cpd:C05764	type4
AT2G05990	cpd:C05764;AT2G05990	type2
cpd:C05764	cpd:C05764;AT2G05990	type3
cpd:C05764;AT2G05990	cpd:C05763	type4
AT1G24360	cpd:C05762;AT1G24360	type2
cpd:C05762	cpd:C05762;AT1G24360	type3
cpd:C05762;AT1G24360	cpd:C04633	type4
AT3G03980	cpd:C05762;AT3G03980	type2
cpd:C05762	cpd:C05762;AT3G03980	type3
cpd:C05762;AT3G03980	cpd:C04633	type4
AT3G04000	cpd:C05762;AT3G04000	type2
cpd:C05762	cpd:C05762;AT3G04000	type3
cpd:C05762;AT3G04000	cpd:C04633	type4
AT4G13180	cpd:C05762;AT4G13180	type2
cpd:C05762	cpd:C05762;AT4G13180	type3
cpd:C05762;AT4G13180	cpd:C04633	type4
AT5G18210	cpd:C05762;AT5G18210	type2
cpd:C05762	cpd:C05762;AT5G18210	type3
cpd:C05762;AT5G18210	cpd:C04633	type4
AT1G24360	cpd:C04633;AT1G24360	type2
cpd:C04633	cpd:C04633;AT1G24360	type3
cpd:C04633;AT1G24360	cpd:C05762	type4
AT3G03980	cpd:C04633;AT3G03980	type2
cpd:C04633	cpd:C04633;AT3G03980	type3
cpd:C04633;AT3G03980	cpd:C05762	type4
AT3G04000	cpd:C04633;AT3G04000	type2
cpd:C04633	cpd:C04633;AT3G04000	type3
cpd:C04633;AT3G04000	cpd:C05762	type4
AT4G13180	cpd:C04633;AT4G13180	type2
cpd:C04633	cpd:C04633;AT4G13180	type3
cpd:C04633;AT4G13180	cpd:C05762	type4
AT5G18210	cpd:C04633;AT5G18210	type2
cpd:C04633	cpd:C04633;AT5G18210	type3
cpd:C04633;AT5G18210	cpd:C05762	type4
AT2G05990	cpd:C05760;AT2G05990	type2
cpd:C05760	cpd:C05760;AT2G05990	type3
cpd:C05760;AT2G05990	cpd:C05761	type4
AT2G05990	cpd:C05761;AT2G05990	type2
cpd:C05761	cpd:C05761;AT2G05990	type3
cpd:C05761;AT2G05990	cpd:C05760	type4
AT1G24360	cpd:C05759;AT1G24360	type2
cpd:C05759	cpd:C05759;AT1G24360	type3
cpd:C05759;AT1G24360	cpd:C04688	type4
AT3G03980	cpd:C05759;AT3G03980	type2
cpd:C05759	cpd:C05759;AT3G03980	type3
cpd:C05759;AT3G03980	cpd:C04688	type4
AT3G04000	cpd:C05759;AT3G04000	type2
cpd:C05759	cpd:C05759;AT3G04000	type3
cpd:C05759;AT3G04000	cpd:C04688	type4
AT4G13180	cpd:C05759;AT4G13180	type2
cpd:C05759	cpd:C05759;AT4G13180	type3
cpd:C05759;AT4G13180	cpd:C04688	type4
AT5G18210	cpd:C05759;AT5G18210	type2
cpd:C05759	cpd:C05759;AT5G18210	type3
cpd:C05759;AT5G18210	cpd:C04688	type4
AT1G24360	cpd:C04688;AT1G24360	type2
cpd:C04688	cpd:C04688;AT1G24360	type3
cpd:C04688;AT1G24360	cpd:C05759	type4
AT3G03980	cpd:C04688;AT3G03980	type2
cpd:C04688	cpd:C04688;AT3G03980	type3
cpd:C04688;AT3G03980	cpd:C05759	type4
AT3G04000	cpd:C04688;AT3G04000	type2
cpd:C04688	cpd:C04688;AT3G04000	type3
cpd:C04688;AT3G04000	cpd:C05759	type4
AT4G13180	cpd:C04688;AT4G13180	type2
cpd:C04688	cpd:C04688;AT4G13180	type3
cpd:C04688;AT4G13180	cpd:C05759	type4
AT5G18210	cpd:C04688;AT5G18210	type2
cpd:C04688	cpd:C04688;AT5G18210	type3
cpd:C04688;AT5G18210	cpd:C05759	type4
AT2G05990	cpd:C05758;AT2G05990	type2
cpd:C05758	cpd:C05758;AT2G05990	type3
cpd:C05758;AT2G05990	cpd:C05223	type4
AT2G05990	cpd:C05223;AT2G05990	type2
cpd:C05223	cpd:C05223;AT2G05990	type3
cpd:C05223;AT2G05990	cpd:C05758	type4
AT1G24360	cpd:C05756;AT1G24360	type2
cpd:C05756	cpd:C05756;AT1G24360	type3
cpd:C05756;AT1G24360	cpd:C05757	type4
AT3G03980	cpd:C05756;AT3G03980	type2
cpd:C05756	cpd:C05756;AT3G03980	type3
cpd:C05756;AT3G03980	cpd:C05757	type4
AT3G04000	cpd:C05756;AT3G04000	type2
cpd:C05756	cpd:C05756;AT3G04000	type3
cpd:C05756;AT3G04000	cpd:C05757	type4
AT4G13180	cpd:C05756;AT4G13180	type2
cpd:C05756	cpd:C05756;AT4G13180	type3
cpd:C05756;AT4G13180	cpd:C05757	type4
AT5G18210	cpd:C05756;AT5G18210	type2
cpd:C05756	cpd:C05756;AT5G18210	type3
cpd:C05756;AT5G18210	cpd:C05757	type4
AT1G24360	cpd:C05757;AT1G24360	type2
cpd:C05757	cpd:C05757;AT1G24360	type3
cpd:C05757;AT1G24360	cpd:C05756	type4
AT3G03980	cpd:C05757;AT3G03980	type2
cpd:C05757	cpd:C05757;AT3G03980	type3
cpd:C05757;AT3G03980	cpd:C05756	type4
AT3G04000	cpd:C05757;AT3G04000	type2
cpd:C05757	cpd:C05757;AT3G04000	type3
cpd:C05757;AT3G04000	cpd:C05756	type4
AT4G13180	cpd:C05757;AT4G13180	type2
cpd:C05757	cpd:C05757;AT4G13180	type3
cpd:C05757;AT4G13180	cpd:C05756	type4
AT5G18210	cpd:C05757;AT5G18210	type2
cpd:C05757	cpd:C05757;AT5G18210	type3
cpd:C05757;AT5G18210	cpd:C05756	type4
AT2G05990	cpd:C05754;AT2G05990	type2
cpd:C05754	cpd:C05754;AT2G05990	type3
cpd:C05754;AT2G05990	cpd:C05755	type4
AT2G05990	cpd:C05755;AT2G05990	type2
cpd:C05755	cpd:C05755;AT2G05990	type3
cpd:C05755;AT2G05990	cpd:C05754	type4
AT1G24360	cpd:C05753;AT1G24360	type2
cpd:C05753	cpd:C05753;AT1G24360	type3
cpd:C05753;AT1G24360	cpd:C04619	type4
AT3G03980	cpd:C05753;AT3G03980	type2
cpd:C05753	cpd:C05753;AT3G03980	type3
cpd:C05753;AT3G03980	cpd:C04619	type4
AT3G04000	cpd:C05753;AT3G04000	type2
cpd:C05753	cpd:C05753;AT3G04000	type3
cpd:C05753;AT3G04000	cpd:C04619	type4
AT4G13180	cpd:C05753;AT4G13180	type2
cpd:C05753	cpd:C05753;AT4G13180	type3
cpd:C05753;AT4G13180	cpd:C04619	type4
AT5G18210	cpd:C05753;AT5G18210	type2
cpd:C05753	cpd:C05753;AT5G18210	type3
cpd:C05753;AT5G18210	cpd:C04619	type4
AT1G24360	cpd:C04619;AT1G24360	type2
cpd:C04619	cpd:C04619;AT1G24360	type3
cpd:C04619;AT1G24360	cpd:C05753	type4
AT3G03980	cpd:C04619;AT3G03980	type2
cpd:C04619	cpd:C04619;AT3G03980	type3
cpd:C04619;AT3G03980	cpd:C05753	type4
AT3G04000	cpd:C04619;AT3G04000	type2
cpd:C04619	cpd:C04619;AT3G04000	type3
cpd:C04619;AT3G04000	cpd:C05753	type4
AT4G13180	cpd:C04619;AT4G13180	type2
cpd:C04619	cpd:C04619;AT4G13180	type3
cpd:C04619;AT4G13180	cpd:C05753	type4
AT5G18210	cpd:C04619;AT5G18210	type2
cpd:C04619	cpd:C04619;AT5G18210	type3
cpd:C04619;AT5G18210	cpd:C05753	type4
AT2G05990	cpd:C05751;AT2G05990	type2
cpd:C05751	cpd:C05751;AT2G05990	type3
cpd:C05751;AT2G05990	cpd:C05752	type4
AT2G05990	cpd:C05752;AT2G05990	type2
cpd:C05752	cpd:C05752;AT2G05990	type3
cpd:C05752;AT2G05990	cpd:C05751	type4
AT1G24360	cpd:C05750;AT1G24360	type2
cpd:C05750	cpd:C05750;AT1G24360	type3
cpd:C05750;AT1G24360	cpd:C04620	type4
AT3G03980	cpd:C05750;AT3G03980	type2
cpd:C05750	cpd:C05750;AT3G03980	type3
cpd:C05750;AT3G03980	cpd:C04620	type4
AT3G04000	cpd:C05750;AT3G04000	type2
cpd:C05750	cpd:C05750;AT3G04000	type3
cpd:C05750;AT3G04000	cpd:C04620	type4
AT4G13180	cpd:C05750;AT4G13180	type2
cpd:C05750	cpd:C05750;AT4G13180	type3
cpd:C05750;AT4G13180	cpd:C04620	type4
AT5G18210	cpd:C05750;AT5G18210	type2
cpd:C05750	cpd:C05750;AT5G18210	type3
cpd:C05750;AT5G18210	cpd:C04620	type4
AT1G24360	cpd:C04620;AT1G24360	type2
cpd:C04620	cpd:C04620;AT1G24360	type3
cpd:C04620;AT1G24360	cpd:C05750	type4
AT3G03980	cpd:C04620;AT3G03980	type2
cpd:C04620	cpd:C04620;AT3G03980	type3
cpd:C04620;AT3G03980	cpd:C05750	type4
AT3G04000	cpd:C04620;AT3G04000	type2
cpd:C04620	cpd:C04620;AT3G04000	type3
cpd:C04620;AT3G04000	cpd:C05750	type4
AT4G13180	cpd:C04620;AT4G13180	type2
cpd:C04620	cpd:C04620;AT4G13180	type3
cpd:C04620;AT4G13180	cpd:C05750	type4
AT5G18210	cpd:C04620;AT5G18210	type2
cpd:C04620	cpd:C04620;AT5G18210	type3
cpd:C04620;AT5G18210	cpd:C05750	type4
AT2G05990	cpd:C05748;AT2G05990	type2
cpd:C05748	cpd:C05748;AT2G05990	type3
cpd:C05748;AT2G05990	cpd:C05749	type4
AT2G05990	cpd:C05749;AT2G05990	type2
cpd:C05749	cpd:C05749;AT2G05990	type3
cpd:C05749;AT2G05990	cpd:C05748	type4
AT1G24360	cpd:C05746;AT1G24360	type2
cpd:C05746	cpd:C05746;AT1G24360	type3
cpd:C05746;AT1G24360	cpd:C05747	type4
AT3G03980	cpd:C05746;AT3G03980	type2
cpd:C05746	cpd:C05746;AT3G03980	type3
cpd:C05746;AT3G03980	cpd:C05747	type4
AT3G04000	cpd:C05746;AT3G04000	type2
cpd:C05746	cpd:C05746;AT3G04000	type3
cpd:C05746;AT3G04000	cpd:C05747	type4
AT4G13180	cpd:C05746;AT4G13180	type2
cpd:C05746	cpd:C05746;AT4G13180	type3
cpd:C05746;AT4G13180	cpd:C05747	type4
AT5G18210	cpd:C05746;AT5G18210	type2
cpd:C05746	cpd:C05746;AT5G18210	type3
cpd:C05746;AT5G18210	cpd:C05747	type4
AT1G24360	cpd:C05747;AT1G24360	type2
cpd:C05747	cpd:C05747;AT1G24360	type3
cpd:C05747;AT1G24360	cpd:C05746	type4
AT3G03980	cpd:C05747;AT3G03980	type2
cpd:C05747	cpd:C05747;AT3G03980	type3
cpd:C05747;AT3G03980	cpd:C05746	type4
AT3G04000	cpd:C05747;AT3G04000	type2
cpd:C05747	cpd:C05747;AT3G04000	type3
cpd:C05747;AT3G04000	cpd:C05746	type4
